date,ticker,previous_tw_date,us_session,us_close_taipei,us_available_taipei,cutoff_taipei,new_us_sessions,repeated_session,sox_last,nasdaq_last,sp500_last,on_last,vsh_last,sox_since_tw,nasdaq_since_tw,sp500_since_tw,on_since_tw,vsh_since_tw,Open,Close,gap,intraday,close_to_close
2024-01-12,2327.TW,2024-01-11,2024-01-11,2024-01-12T05:00:00+08:00,2024-01-12T06:00:00+08:00,2024-01-12T08:30:00+08:00,1.0,False,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,107.47543360026415,108.6394271850586,-6.86551242523592e-06,1.0830322296011552,1.0830252897330084
2024-01-12,2472.TW,2024-01-11,2024-01-11,2024-01-12T05:00:00+08:00,2024-01-12T06:00:00+08:00,2024-01-12T08:30:00+08:00,1.0,False,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,63.15208195329166,63.70122909545898,-0.2890191242585938,0.8695630059725845,0.5780306783292666
2024-01-12,2481.TW,2024-01-11,2024-01-11,2024-01-12T05:00:00+08:00,2024-01-12T06:00:00+08:00,2024-01-12T08:30:00+08:00,1.0,False,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,59.78323796346712,58.850582122802734,0.312989734473601,-1.56006243963287,-1.251955540446703
2024-01-12,2492.TW,2024-01-11,2024-01-11,2024-01-12T05:00:00+08:00,2024-01-12T06:00:00+08:00,2024-01-12T08:30:00+08:00,1.0,False,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,106.5724078091708,104.20413208007812,4.555653343452093e-06,-2.2222222222222143,-2.222217767805612
2024-01-12,3026.TW,2024-01-11,2024-01-11,2024-01-12T05:00:00+08:00,2024-01-12T06:00:00+08:00,2024-01-12T08:30:00+08:00,1.0,False,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,83.76412887470671,84.1168212890625,-0.1051535543808213,0.4210542377672599,0.3154579298895621
2024-01-12,3357.TWO,2024-01-11,2024-01-11,2024-01-12T05:00:00+08:00,2024-01-12T06:00:00+08:00,2024-01-12T08:30:00+08:00,1.0,False,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,100.389833055101,100.84408569335938,0.454548494515028,0.4524886877828038,0.9090939628160212
2024-01-12,3675.TWO,2024-01-11,2024-01-11,2024-01-12T05:00:00+08:00,2024-01-12T06:00:00+08:00,2024-01-12T08:30:00+08:00,1.0,False,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,256.3965082804362,253.57896423339844,-2.578873559144768e-06,-1.098901098901095,-1.09890364943539
2024-01-12,5425.TWO,2024-01-11,2024-01-11,2024-01-12T05:00:00+08:00,2024-01-12T06:00:00+08:00,2024-01-12T08:30:00+08:00,1.0,False,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,74.50293669921051,72.95836639404297,-0.2433130855175491,-2.0731670100514354,-2.311435808948903
2024-01-12,8255.TWO,2024-01-11,2024-01-11,2024-01-12T05:00:00+08:00,2024-01-12T06:00:00+08:00,2024-01-12T08:30:00+08:00,1.0,False,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,162.4762926374163,162.01339721679688,0.2857142857142891,-0.2849002849002802,0.0
2024-01-12,8261.TW,2024-01-11,2024-01-11,2024-01-12T05:00:00+08:00,2024-01-12T06:00:00+08:00,2024-01-12T08:30:00+08:00,1.0,False,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,0.4707475237199388,0.003607559618346,-0.0671055578386869,-1.5606405179875549,0.9379309971943028,84.0813161421002,83.34617614746094,-0.2181002963173361,-0.8743202751451462,-1.0905136763516232
2024-01-15,2327.TW,2024-01-12,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-15T08:30:00+08:00,1.0,False,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,109.99741778153953,111.743408203125,1.2499979350661494,1.5873012810656115,2.8571404493683783
2024-01-15,2472.TW,2024-01-12,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-15T08:30:00+08:00,1.0,False,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,63.42666029802309,64.6164779663086,-0.43102590222307,1.87589518775686,1.4367836913759868
2024-01-15,2481.TW,2024-01-12,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-15T08:30:00+08:00,1.0,False,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,59.0371129449548,59.5034408569336,0.3169566305441629,0.7898894250021993,1.1093496624528854
2024-01-15,2492.TW,2024-01-12,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-15T08:30:00+08:00,1.0,False,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,104.67777731949586,108.4670181274414,0.4545359478199451,3.619909502262431,4.090899240048729
2024-01-15,3026.TW,2024-01-12,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-15T08:30:00+08:00,1.0,False,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,84.4695174725314,83.94047546386719,0.4192932852953079,-0.6263111528205911,-0.2096439481341194
2024-01-15,3357.TWO,2024-01-12,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-15T08:30:00+08:00,1.0,False,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,101.29833984375,101.29833984375,0.4504519499258341,0.0,0.4504519499258341
2024-01-15,3675.TWO,2024-01-12,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-15T08:30:00+08:00,1.0,False,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,255.45734141050363,258.7444763183594,0.7407464506307804,1.2867647058823597,2.0370428203999147
2024-01-15,5425.TWO,2024-01-12,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-15T08:30:00+08:00,1.0,False,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,73.23092962931108,74.59378814697266,0.3735873604899797,1.8610422188551468,2.2415821978481354
2024-01-15,8255.TWO,2024-01-12,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-15T08:30:00+08:00,1.0,False,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,163.40207865571026,162.47628784179688,0.8571398802625696,-0.56657223796035,0.2857113257001664
2024-01-15,8261.TW,2024-01-12,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-15T08:30:00+08:00,1.0,False,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,83.62185335419869,84.08131408691406,0.3307616731570428,0.5494505494505475,0.8820295944381051
2024-01-16,2327.TW,2024-01-15,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-16T08:30:00+08:00,0.0,True,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,0.0,0.0,0.0,0.0,0.0,110.9674167277324,109.41542053222656,-0.6944404935117277,-1.3986053215186425,-2.083333333333337
2024-01-16,2472.TW,2024-01-15,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-16T08:30:00+08:00,0.0,True,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,0.0,0.0,0.0,0.0,0.0,64.25038347190723,64.7995376586914,-0.5665652259664311,0.8547095863237875,0.2833018730582282
2024-01-16,2481.TW,2024-01-15,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-16T08:30:00+08:00,0.0,True,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,0.0,0.0,0.0,0.0,0.0,59.50344062793564,60.43610000610352,-3.848482643675766e-07,1.567404117015081,1.5674037261346865
2024-01-16,2492.TW,2024-01-15,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-16T08:30:00+08:00,0.0,True,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,0.0,0.0,0.0,0.0,0.0,106.57240120140284,105.15143585205078,-1.746721684385677,-1.333333333333353,-3.056765395260552
2024-01-16,3026.TW,2024-01-15,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-16T08:30:00+08:00,0.0,True,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,0.0,0.0,0.0,0.0,0.0,83.58779074090648,83.14692687988281,-0.4201605018457566,-0.5274261433589,-0.9453706088738634
2024-01-16,3357.TWO,2024-01-15,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-16T08:30:00+08:00,0.0,True,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,0.0,0.0,0.0,0.0,0.0,100.38983617634534,99.48133087158205,-0.8968593846710671,-0.9049773755655964,-1.7937203857147588
2024-01-16,3675.TWO,2024-01-15,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-16T08:30:00+08:00,0.0,True,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,0.0,0.0,0.0,0.0,0.0,259.6836444805195,253.109375,0.3629712894835046,-2.531645569620256,-2.1778634267059505
2024-01-16,5425.TWO,2024-01-15,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-16T08:30:00+08:00,0.0,True,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,0.0,0.0,0.0,0.0,0.0,75.04808132104931,75.3206558227539,0.6090227958145178,0.3631998272394909,0.9744345927962472
2024-01-16,8255.TWO,2024-01-15,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-16T08:30:00+08:00,0.0,True,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,0.0,0.0,0.0,0.0,0.0,162.476284016354,164.32786560058594,-2.3544622695936823e-06,1.139601139601143,1.139598758307403
2024-01-16,8261.TW,2024-01-15,2024-01-12,2024-01-13T05:00:00+08:00,2024-01-13T06:00:00+08:00,2024-01-16T08:30:00+08:00,0.0,True,-0.3802937897811054,0.0171630143889434,0.0750975594110414,-1.2898012636524236,-0.840706969130367,0.0,0.0,0.0,0.0,0.0,84.54077488061182,82.7948226928711,0.5464481599595672,-2.065219049868372,-1.5300562414059526
2024-01-17,2327.TW,2024-01-16,2024-01-16,2024-01-17T05:00:00+08:00,2024-01-17T06:00:00+08:00,2024-01-17T08:30:00+08:00,1.0,False,1.3204425657758811,-0.1897456226822358,-0.3731340236743152,0.4491654084275431,-0.5354731732666984,1.3204425657758811,-0.1897456226822358,-0.3731340236743152,0.4491654084275431,-0.5354731732666984,111.54941222156442,108.44542694091795,1.9503573435604824,-2.7826101624643163,-0.8865236605501203
2024-01-17,2472.TW,2024-01-16,2024-01-16,2024-01-17T05:00:00+08:00,2024-01-17T06:00:00+08:00,2024-01-17T08:30:00+08:00,1.0,False,1.3204425657758811,-0.1897456226822358,-0.3731340236743152,0.4491654084275431,-0.5354731732666984,1.3204425657758811,-0.1897456226822358,-0.3731340236743152,0.4491654084275431,-0.5354731732666984,65.34867601795226,64.89105224609375,0.8474417860097061,-0.7002800970792311,0.141227222768725
2024-01-17,2481.TW,2024-01-16,2024-01-16,2024-01-17T05:00:00+08:00,2024-01-17T06:00:00+08:00,2024-01-17T08:30:00+08:00,1.0,False,1.3204425657758811,-0.1897456226822358,-0.3731340236743152,0.4491654084275431,-0.5354731732666984,1.3204425657758811,-0.1897456226822358,-0.3731340236743152,0.4491654084275431,-0.5354731732666984,61.088957563517134,58.850582122802734,1.0802443528746597,-3.664124466990704,-2.62346161175302
