date,code,news_score,n_kw
2024-10-29,8255,0.0,0
2024-10-29,8261,0.0,0
2024-10-30,2327,-0.469,7
2024-10-30,2492,0.0508,2
2024-10-30,3026,0.0,0
2024-10-30,2472,0.0,0
2024-10-30,3357,0.0,0
2024-10-30,5425,0.0,0
2024-10-30,2481,0.0,0
2024-10-30,3675,-0.006,1
2024-10-30,8255,0.0,0
2024-10-30,8261,0.0,0
2024-11-01,2327,-0.4083,3
2024-11-01,2492,0.0,0
2024-11-01,3026,0.0,0
2024-11-01,2472,0.0,0
2024-11-01,3357,0.0,0
2024-11-01,5425,0.0,0
2024-11-01,2481,0.0,0
2024-11-01,3675,0.0,0
2024-11-01,8255,0.0,0
2024-11-01,8261,0.0,0
2024-11-04,2327,0.0,0
2024-11-04,2492,0.0,0
2024-11-04,3026,0.0,0
2024-11-04,2472,-0.0193,1
2024-11-04,3357,0.0,0
2024-11-04,5425,0.0,0
2024-11-04,2481,0.0,0
2024-11-04,3675,0.0,0
2024-11-04,8255,0.0,0
2024-11-04,8261,0.0,0
2024-11-05,2327,0.0,0
2024-11-05,2492,0.0,0
2024-11-05,3026,0.0,0
2024-11-05,2472,0.0,0
2024-11-05,3357,0.0,0
2024-11-05,5425,0.0,0
2024-11-05,2481,0.0,0
2024-11-05,3675,0.0,0
2024-11-05,8255,0.0,0
2024-11-05,8261,0.0,0
2024-11-06,2327,-0.0669,1
2024-11-06,2492,0.0,0
2024-11-06,3026,-0.1925,4
2024-11-06,2472,0.0,0
2024-11-06,3357,0.0,0
2024-11-06,5425,0.0,0
2024-11-06,2481,0.0,0
2024-11-06,3675,-0.1732,3
2024-11-06,8255,0.0462,2
2024-11-06,8261,0.0,0
2024-11-07,2327,-0.2199,6
2024-11-07,2492,0.0,0
2024-11-07,3026,0.0,0
2024-11-07,2472,0.0,0
2024-11-07,3357,0.0,0
2024-11-07,5425,0.0,0
2024-11-07,2481,0.0,0
2024-11-07,3675,0.0,0
2024-11-07,8255,0.0,0
2024-11-07,8261,0.0,0
2024-11-08,2327,-0.0914,4
2024-11-08,2492,-0.0332,2
2024-11-08,3026,0.0,0
2024-11-08,2472,-0.1732,3
2024-11-08,3357,0.0,0
2024-11-08,5425,-0.0193,1
2024-11-08,2481,-0.0193,1
2024-11-08,3675,0.0,0
2024-11-08,8255,-0.1732,3
2024-11-08,8261,0.0,0
2024-11-11,2327,0.0,0
2024-11-11,2492,0.0,0
2024-11-11,3026,0.0,0
2024-11-11,2472,0.0,0
2024-11-11,3357,0.0,0
2024-11-11,5425,-0.1732,3
2024-11-11,2481,-0.1732,3
2024-11-11,3675,-0.0669,1
2024-11-11,8255,0.0,0
2024-11-11,8261,0.0,0
2024-11-12,2327,0.0,0
2024-11-12,2492,0.0,0
2024-11-12,3026,0.0,0
2024-11-12,2472,-0.0332,2
2024-11-12,3357,0.0,0
2024-11-12,5425,0.0,0
2024-11-12,2481,0.0,0
2024-11-12,3675,0.0,0
2024-11-12,8255,0.0,0
2024-11-12,8261,0.0,0
2024-11-13,2327,0.0,0
2024-11-13,2492,0.0,0
2024-11-13,3026,0.0,0
2024-11-13,2472,0.0,0
2024-11-13,3357,0.0,0
2024-11-13,5425,0.0,0
2024-11-13,2481,0.0,0
2024-11-13,3675,0.0,0
2024-11-13,8255,-0.0332,2
2024-11-13,8261,0.0,0
2024-11-14,2327,0.0,0
2024-11-14,2492,0.0,0
2024-11-14,3026,0.0,0
2024-11-14,2472,0.0,0
2024-11-14,3357,0.0,0
2024-11-14,5425,-0.0332,2
2024-11-14,2481,0.0,0
2024-11-14,3675,0.0,0
2024-11-14,8255,-0.0332,2
2024-11-14,8261,0.0,0
2024-11-15,2327,0.0,0
2024-11-15,2492,0.0,0
2024-11-15,3026,0.0,0
2024-11-15,2472,0.0,0
2024-11-15,3357,0.0,0
2024-11-15,5425,0.0,0
2024-11-15,2481,0.0,0
2024-11-15,3675,0.0,0
2024-11-15,8255,0.0,0
2024-11-15,8261,0.0,0
2024-11-18,2327,0.0,0
2024-11-18,2492,0.0,0
2024-11-18,3026,0.0,0
2024-11-18,2472,0.0,0
2024-11-18,3357,0.0,0
2024-11-18,5425,0.0,0
2024-11-18,2481,0.0,0
2024-11-18,3675,0.0,0
2024-11-18,8255,0.0,0
2024-11-18,8261,0.0,0
2024-11-19,2327,0.0,0
2024-11-19,2492,0.0,0
2024-11-19,3026,0.0,0
2024-11-19,2472,0.0,0
2024-11-19,3357,0.0,0
2024-11-19,5425,0.0,0
2024-11-19,2481,0.0,0
2024-11-19,3675,0.0,0
2024-11-19,8255,0.0,0
2024-11-19,8261,0.0,0
2024-11-20,2327,0.1195,4
2024-11-20,2492,0.0,0
2024-11-20,3026,0.0,0
2024-11-20,2472,0.0142,1
2024-11-20,3357,0.0,0
2024-11-20,5425,0.0,0
2024-11-20,2481,0.0,0
2024-11-20,3675,0.0,0
2024-11-20,8255,0.0,0
2024-11-20,8261,0.0,0
2024-11-21,2327,0.0,0
2024-11-21,2492,0.0,0
2024-11-21,3026,0.0,0
2024-11-21,2472,0.0142,1
2024-11-21,3357,0.0,0
2024-11-21,5425,0.0,0
2024-11-21,2481,0.0,0
2024-11-21,3675,0.0,0
2024-11-21,8255,0.0,0
2024-11-21,8261,0.0,0
2024-11-22,2327,0.0,0
2024-11-22,2492,0.0,0
2024-11-22,3026,0.0,0
2024-11-22,2472,0.0142,1
2024-11-22,3357,0.0,0
2024-11-22,5425,0.0,0
2024-11-22,2481,0.0,0
2024-11-22,3675,0.0,0
2024-11-22,8255,0.0,0
2024-11-22,8261,0.0,0
2024-11-25,2327,0.0,0
2024-11-25,2492,0.0,0
2024-11-25,3026,0.0,0
2024-11-25,2472,0.0,0
2024-11-25,3357,0.0,0
2024-11-25,5425,0.0,0
2024-11-25,2481,0.0,0
2024-11-25,3675,0.0,0
2024-11-25,8255,0.0,0
2024-11-25,8261,0.0,0
2024-11-26,2327,0.0,0
2024-11-26,2492,0.0,0
2024-11-26,3026,0.0,0
2024-11-26,2472,0.0,0
2024-11-26,3357,0.0,0
2024-11-26,5425,0.0,0
2024-11-26,2481,0.0,0
2024-11-26,3675,0.0,0
2024-11-26,8255,0.0,0
2024-11-26,8261,0.0,0
2024-11-27,2327,0.0,0
2024-11-27,2492,0.0,0
2024-11-27,3026,0.0,0
2024-11-27,2472,0.0,0
2024-11-27,3357,0.0,0
2024-11-27,5425,0.0,0
2024-11-27,2481,0.0,0
2024-11-27,3675,0.0,0
2024-11-27,8255,0.0,0
2024-11-27,8261,0.0,0
2024-11-28,2327,0.0,0
2024-11-28,2492,0.0,0
2024-11-28,3026,0.0,0
2024-11-28,2472,0.0,0
2024-11-28,3357,0.0,0
2024-11-28,5425,0.0,0
2024-11-28,2481,0.0,0
2024-11-28,3675,0.0,0
2024-11-28,8255,0.0,0
2024-11-28,8261,0.0,0
2024-11-29,2327,0.0,0
2024-11-29,2492,0.0,0
2024-11-29,3026,0.0,0
2024-11-29,2472,0.0,0
2024-11-29,3357,0.0,0
2024-11-29,5425,0.0,0
2024-11-29,2481,0.0,0
2024-11-29,3675,0.0,0
2024-11-29,8255,0.0,0
2024-11-29,8261,0.0,0
2024-12-02,2327,0.0,0
2024-12-02,2492,0.0,0
2024-12-02,3026,0.0,0
2024-12-02,2472,0.0,0
2024-12-02,3357,0.0,0
2024-12-02,5425,0.0,0
2024-12-02,2481,0.0,0
2024-12-02,3675,0.0,0
2024-12-02,8255,0.0,0
2024-12-02,8261,0.0,0
2024-12-03,2327,0.0081,2
2024-12-03,2492,0.0,0
2024-12-03,3026,0.0,0
2024-12-03,2472,0.0,0
2024-12-03,3357,0.0,0
2024-12-03,5425,0.0,0
2024-12-03,2481,0.0,0
2024-12-03,3675,0.0,0
2024-12-03,8255,0.0,0
2024-12-03,8261,0.0,0
2024-12-04,2327,0.0,0
2024-12-04,2492,0.0,0
2024-12-04,3026,0.0,0
2024-12-04,2472,0.02,1
2024-12-04,3357,0.0,0
2024-12-04,5425,0.0,0
2024-12-04,2481,0.0,0
2024-12-04,3675,0.0,0
2024-12-04,8255,0.0,0
2024-12-04,8261,0.0,0
2024-12-05,2327,0.0,0
2024-12-05,2492,0.0,0
2024-12-05,3026,0.0,0
2024-12-05,2472,0.1354,1
2024-12-05,3357,0.0,0
2024-12-05,5425,0.0,0
2024-12-05,2481,0.0,0
2024-12-05,3675,0.0,0
2024-12-05,8255,0.0,0
2024-12-05,8261,0.0,0
2024-12-06,2327,0.0,0
2024-12-06,2492,0.0,0
2024-12-06,3026,-0.1732,3
2024-12-06,2472,-0.1651,5
2024-12-06,3357,0.0,0
2024-12-06,5425,0.0,0
2024-12-06,2481,0.0,0
2024-12-06,3675,0.0,0
2024-12-06,8255,0.0,0
2024-12-06,8261,0.0,0
2024-12-09,2327,0.0,0
2024-12-09,2492,0.0,0
2024-12-09,3026,0.0,0
2024-12-09,2472,0.0,0
2024-12-09,3357,0.0,0
2024-12-09,5425,0.0,0
2024-12-09,2481,-0.1732,3
2024-12-09,3675,0.0,0
2024-12-09,8255,-0.1732,3
2024-12-09,8261,0.0,0
2024-12-10,2327,-0.1792,4
2024-12-10,2492,0.0,0
2024-12-10,3026,0.0,0
2024-12-10,2472,0.0,0
2024-12-10,3357,0.0,0
2024-12-10,5425,-0.1532,4
2024-12-10,2481,0.0,0
2024-12-10,3675,0.0,0
2024-12-10,8255,0.0,0
2024-12-10,8261,0.0,0
2024-12-11,2327,-0.0139,1
2024-12-11,2492,0.0,0
2024-12-11,3026,0.0,0
2024-12-11,2472,0.0,0
2024-12-11,3357,0.0,0
2024-12-11,5425,0.0,0
2024-12-11,2481,0.0,0
2024-12-11,3675,0.0,0
2024-12-11,8255,0.0,0
2024-12-11,8261,0.0,0
2024-12-12,2327,-0.1111,2
2024-12-12,2492,0.0,0
2024-12-12,3026,0.0,0
2024-12-12,2472,0.0,0
2024-12-12,3357,0.0,0
2024-12-12,5425,0.0,0
2024-12-12,2481,0.0,0
2024-12-12,3675,0.0,0
2024-12-12,8255,0.0,0
2024-12-12,8261,0.0,0
2024-12-13,2327,0.0,0
2024-12-13,2492,0.0,0
2024-12-13,3026,0.0,0
2024-12-13,2472,0.0,0
2024-12-13,3357,0.0,0
2024-12-13,5425,0.0,0
2024-12-13,2481,0.0,0
2024-12-13,3675,0.0,0
2024-12-13,8255,0.0,0
2024-12-13,8261,0.0,0
2024-12-16,2327,0.1354,1
2024-12-16,2492,0.0,0
2024-12-16,3026,0.0,0
2024-12-16,2472,0.0,0
2024-12-16,3357,0.0,0
2024-12-16,5425,0.0,0
2024-12-16,2481,0.0,0
2024-12-16,3675,0.0,0
2024-12-16,8255,0.0,0
2024-12-16,8261,0.0,0
2024-12-17,2327,0.0699,2
2024-12-17,2492,0.0,0
2024-12-17,3026,0.0,0
2024-12-17,2472,0.0,0
2024-12-17,3357,0.0,0
2024-12-17,5425,0.0,0
2024-12-17,2481,0.0,0
2024-12-17,3675,0.0,0
2024-12-17,8255,0.0,0
2024-12-17,8261,0.0,0
2024-12-18,2327,0.0699,2
2024-12-18,2492,0.0,0
2024-12-18,3026,0.0,0
2024-12-18,2472,0.0,0
2024-12-18,3357,0.0,0
2024-12-18,5425,0.0,0
2024-12-18,2481,0.0,0
2024-12-18,3675,0.0,0
2024-12-18,8255,0.0,0
2024-12-18,8261,0.0,0
2024-12-19,2327,0.0699,2
2024-12-19,2492,0.0,0
2024-12-19,3026,0.0,0
2024-12-19,2472,0.0142,1
2024-12-19,3357,0.0,0
2024-12-19,5425,0.0,0
2024-12-19,2481,0.0,0
2024-12-19,3675,0.0,0
2024-12-19,8255,0.0,0
2024-12-19,8261,0.0,0
2024-12-20,2327,0.0,0
2024-12-20,2492,0.0,0
2024-12-20,3026,0.0,0
2024-12-20,2472,0.0,0
2024-12-20,3357,0.0,0
2024-12-20,5425,0.0,0
2024-12-20,2481,0.0,0
2024-12-20,3675,0.0,0
2024-12-20,8255,0.0,0
2024-12-20,8261,0.0,0
2024-12-23,2327,0.0,0
2024-12-23,2492,0.0,0
2024-12-23,3026,0.0,0
2024-12-23,2472,0.0,0
2024-12-23,3357,0.0,0
2024-12-23,5425,0.0002,2
2024-12-23,2481,0.0,0
2024-12-23,3675,0.0,0
2024-12-23,8255,0.0,0
2024-12-23,8261,0.0,0
2024-12-24,2327,0.0,0
2024-12-24,2492,0.0,0
2024-12-24,3026,0.0,0
2024-12-24,2472,0.0,0
2024-12-24,3357,0.0,0
2024-12-24,5425,0.0,0
2024-12-24,2481,0.0,0
2024-12-24,3675,0.0,0
2024-12-24,8255,0.0,0
2024-12-24,8261,0.0,0
2024-12-25,2327,0.0,0
2024-12-25,2492,0.0,0
2024-12-25,3026,0.0,0
2024-12-25,2472,0.0,0
2024-12-25,3357,-0.0058,3
2024-12-25,5425,0.0,0
2024-12-25,2481,0.0,0
2024-12-25,3675,0.0,0
2024-12-25,8255,0.0,0
2024-12-25,8261,0.0,0
2024-12-26,2327,0.0,0
2024-12-26,2492,0.0,0
2024-12-26,3026,0.0,0
2024-12-26,2472,0.0,0
2024-12-26,3357,0.0,0
2024-12-26,5425,0.0,0
2024-12-26,2481,0.0,0
2024-12-26,3675,0.0,0
2024-12-26,8255,0.1433,4
2024-12-26,8261,0.0,0
2024-12-27,2327,0.0,0
2024-12-27,2492,0.0,0
2024-12-27,3026,0.0,0
2024-12-27,2472,0.0,0
2024-12-27,3357,0.0,0
2024-12-27,5425,0.0,0
2024-12-27,2481,0.0,0
2024-12-27,3675,0.0,0
2024-12-27,8255,0.1036,3
2024-12-27,8261,0.0,0
2024-12-30,2327,0.0,0
2024-12-30,2492,0.0,0
2024-12-30,3026,0.0,0
2024-12-30,2472,0.0,0
2024-12-30,3357,0.0,0
2024-12-30,5425,0.0,0
2024-12-30,2481,0.0,0
2024-12-30,3675,0.0,0
2024-12-30,8255,0.0,0
2024-12-30,8261,0.0,0
2024-12-31,2327,0.0,0
2024-12-31,2492,0.0,0
2024-12-31,3026,0.0,0
2024-12-31,2472,0.0,0
2024-12-31,3357,0.0,0
2024-12-31,5425,0.0,0
2024-12-31,2481,0.0,0
2024-12-31,3675,0.0,0
2024-12-31,8255,0.0,0
2024-12-31,8261,0.0,0
2025-01-02,2327,0.014,2
2025-01-02,2492,0.0,0
2025-01-02,3026,0.0,0
2025-01-02,2472,0.0,0
2025-01-02,3357,0.0,0
2025-01-02,5425,0.0,0
2025-01-02,2481,0.0,0
2025-01-02,3675,0.0,0
2025-01-02,8255,0.1862,3
2025-01-02,8261,0.0,0
2025-01-03,2327,0.1328,3
2025-01-03,2492,0.0,0
2025-01-03,3026,0.0,0
2025-01-03,2472,0.0,0
2025-01-03,3357,0.0,0
2025-01-03,5425,0.0,0
2025-01-03,2481,0.0,0
2025-01-03,3675,0.0,0
2025-01-03,8255,0.0,0
2025-01-03,8261,0.0,0
2025-01-06,2327,0.0,0
2025-01-06,2492,0.0,0
2025-01-06,3026,0.0,0
2025-01-06,2472,0.0,0
2025-01-06,3357,0.0,0
2025-01-06,5425,0.0,0
2025-01-06,2481,0.0,0
2025-01-06,3675,0.0,0
2025-01-06,8255,0.0,0
2025-01-06,8261,0.0,0
2025-01-07,2327,0.0,0
2025-01-07,2492,0.0,0
2025-01-07,3026,-0.1732,3
2025-01-07,2472,-0.1732,3
2025-01-07,3357,0.0,0
2025-01-07,5425,0.0,0
2025-01-07,2481,0.0,0
2025-01-07,3675,0.0,0
2025-01-07,8255,0.0,0
2025-01-07,8261,-0.1732,3
2025-01-08,2327,-0.2425,5
2025-01-08,2492,0.0,0
2025-01-08,3026,0.0,0
2025-01-08,2472,0.0,0
2025-01-08,3357,0.0,0
2025-01-08,5425,0.0,0
2025-01-08,2481,0.0,0
2025-01-08,3675,0.0,0
2025-01-08,8255,-0.1732,3
2025-01-08,8261,0.0,0
2025-01-09,2327,-0.1485,4
2025-01-09,2492,-0.1732,3
2025-01-09,3026,0.0,0
2025-01-09,2472,0.0,0
2025-01-09,3357,0.0,0
2025-01-09,5425,0.0,0
2025-01-09,2481,-0.1732,3
2025-01-09,3675,0.0,0
2025-01-09,8255,0.0,0
2025-01-09,8261,0.0,0
2025-01-10,2327,0.0,0
2025-01-10,2492,0.0,0
2025-01-10,3026,0.0,0
2025-01-10,2472,0.0,0
2025-01-10,3357,0.0,0
2025-01-10,5425,-0.0756,2
2025-01-10,2481,0.0,0
2025-01-10,3675,0.0,0
2025-01-10,8255,0.0,0
2025-01-10,8261,0.0,0
2025-01-13,2327,0.0915,1
2025-01-13,2492,0.0,0
2025-01-13,3026,0.0,0
2025-01-13,2472,0.0,0
2025-01-13,3357,0.0,0
2025-01-13,5425,0.0,0
2025-01-13,2481,0.0,0
2025-01-13,3675,0.0,0
2025-01-13,8255,0.0,0
2025-01-13,8261,0.0,0
2025-01-14,2327,-0.02,2
2025-01-14,2492,0.0,0
2025-01-14,3026,0.0,0
2025-01-14,2472,0.0,0
2025-01-14,3357,0.0,0
2025-01-14,5425,0.0142,1
2025-01-14,2481,0.0,0
2025-01-14,3675,0.0,0
2025-01-14,8255,0.0,0
2025-01-14,8261,0.0,0
2025-01-15,2327,0.0,0
2025-01-15,2492,0.0,0
2025-01-15,3026,0.0,0
2025-01-15,2472,0.0915,1
2025-01-15,3357,0.0,0
2025-01-15,5425,0.0,0
2025-01-15,2481,0.0,0
2025-01-15,3675,0.0,0
2025-01-15,8255,0.0,0
2025-01-15,8261,0.0,0
2025-01-16,2327,0.0,0
2025-01-16,2492,0.0,0
2025-01-16,3026,0.0,0
2025-01-16,2472,0.0,0
2025-01-16,3357,0.0,0
2025-01-16,5425,0.0,0
2025-01-16,2481,-0.0193,1
2025-01-16,3675,0.0202,2
2025-01-16,8255,0.0,0
2025-01-16,8261,0.0,0
2025-01-17,2327,0.0915,1
2025-01-17,2492,0.0,0
2025-01-17,3026,0.0,0
2025-01-17,2472,0.0808,5
2025-01-17,3357,0.0,0
2025-01-17,5425,0.0,0
2025-01-17,2481,0.0,0
2025-01-17,3675,0.0,0
2025-01-17,8255,0.0,0
2025-01-17,8261,0.0,0
2025-01-20,2327,0.0,0
2025-01-20,2492,0.0,0
2025-01-20,3026,0.0,0
2025-01-20,2472,0.1007,6
2025-01-20,3357,0.0,0
2025-01-20,5425,0.0,0
2025-01-20,2481,0.0,0
2025-01-20,3675,0.0,0
2025-01-20,8255,0.0,0
2025-01-20,8261,0.0,0
2025-01-21,2327,0.0336,1
2025-01-21,2492,0.0,0
2025-01-21,3026,0.0,0
2025-01-21,2472,0.1767,3
2025-01-21,3357,0.0,0
2025-01-21,5425,0.0,0
2025-01-21,2481,0.0,0
2025-01-21,3675,0.0,0
2025-01-21,8255,0.0,0
2025-01-21,8261,0.0,0
2025-01-22,2327,0.0,0
2025-01-22,2492,0.0,0
2025-01-22,3026,0.0,0
2025-01-22,2472,0.0915,1
2025-01-22,3357,0.0,0
2025-01-22,5425,0.0,0
2025-01-22,2481,0.0,0
2025-01-22,3675,0.0,0
2025-01-22,8255,0.0,0
2025-01-22,8261,0.0,0
2025-02-03,2327,0.0,0
2025-02-03,2492,0.0,0
2025-02-03,3026,0.0,0
2025-02-03,2472,-0.389,1
2025-02-03,3357,0.0,0
2025-02-03,5425,0.0,0
2025-02-03,2481,0.0,0
2025-02-03,3675,0.0,0
2025-02-03,8255,0.0,0
2025-02-03,8261,0.0,0
2025-02-04,2327,0.0605,5
2025-02-04,2492,0.0,0
2025-02-04,3026,0.0,0
2025-02-04,2472,0.0,0
2025-02-04,3357,0.0,0
2025-02-04,5425,0.0,0
2025-02-04,2481,0.0,0
2025-02-04,3675,0.0,0
2025-02-04,8255,0.0,0
2025-02-04,8261,-0.0139,1
2025-02-05,2327,0.3351,9
2025-02-05,2492,0.0,0
2025-02-05,3026,0.0,0
2025-02-05,2472,0.0,0
2025-02-05,3357,0.0,0
2025-02-05,5425,0.0,0
2025-02-05,2481,0.0,0
2025-02-05,3675,0.0,0
2025-02-05,8255,0.0,0
2025-02-05,8261,-0.1485,4
2025-02-06,2327,0.3225,12
2025-02-06,2492,0.0,0
2025-02-06,3026,0.0,0
2025-02-06,2472,0.0,0
2025-02-06,3357,0.0,0
2025-02-06,5425,0.0,0
2025-02-06,2481,0.0,0
2025-02-06,3675,0.0,0
2025-02-06,8255,0.0,0
2025-02-06,8261,-0.137,4
2025-02-07,2327,0.1487,6
2025-02-07,2492,0.0,0
2025-02-07,3026,-0.1115,2
2025-02-07,2472,-0.1732,3
2025-02-07,3357,0.0,0
2025-02-07,5425,0.0,0
2025-02-07,2481,0.0,0
2025-02-07,3675,0.0,0
2025-02-07,8255,0.0,0
2025-02-07,8261,0.0,0
2025-02-10,2327,0.0,0
2025-02-10,2492,0.0,0
2025-02-10,3026,0.0,0
2025-02-10,2472,0.0,0
2025-02-10,3357,0.0,0
2025-02-10,5425,-0.1732,3
2025-02-10,2481,0.0,0
2025-02-10,3675,0.0,0
2025-02-10,8255,0.0,0
2025-02-10,8261,0.0,0
2025-02-11,2327,0.0,0
2025-02-11,2492,0.0,0
2025-02-11,3026,0.0,0
2025-02-11,2472,0.0,0
2025-02-11,3357,0.0,0
2025-02-11,5425,0.0,0
2025-02-11,2481,-0.0756,2
2025-02-11,3675,0.0,0
2025-02-11,8255,0.0,0
2025-02-11,8261,0.0,0
2025-02-12,2327,0.0,0
2025-02-12,2492,0.0,0
2025-02-12,3026,0.0,0
2025-02-12,2472,0.0,0
2025-02-12,3357,0.0,0
2025-02-12,5425,0.0,0
2025-02-12,2481,0.0,0
2025-02-12,3675,0.0,0
2025-02-12,8255,0.0,0
2025-02-12,8261,0.0,0
2025-02-13,2327,0.0,0
2025-02-13,2492,0.0,0
2025-02-13,3026,0.0,0
2025-02-13,2472,0.0,0
2025-02-13,3357,0.0,0
2025-02-13,5425,0.0,0
2025-02-13,2481,0.0,0
2025-02-13,3675,0.0,0
2025-02-13,8255,0.0,0
2025-02-13,8261,0.0,0
2025-02-14,2327,0.0,0
2025-02-14,2492,0.0,0
2025-02-14,3026,0.0,0
2025-02-14,2472,0.0,0
2025-02-14,3357,0.0,0
2025-02-14,5425,0.0,0
2025-02-14,2481,0.0,0
2025-02-14,3675,0.0,0
2025-02-14,8255,0.0,0
2025-02-14,8261,0.0,0
2025-02-17,2327,0.0497,2
2025-02-17,2492,0.0,0
2025-02-17,3026,0.0,0
2025-02-17,2472,0.0,0
2025-02-17,3357,0.0,0
2025-02-17,5425,0.0,0
2025-02-17,2481,0.0,0
2025-02-17,3675,0.0,0
2025-02-17,8255,0.0,0
2025-02-17,8261,0.0,0
2025-02-18,2327,0.0,0
2025-02-18,2492,0.0,0
2025-02-18,3026,0.0,0
2025-02-18,2472,0.0,0
2025-02-18,3357,0.0,0
2025-02-18,5425,0.0142,1
2025-02-18,2481,0.0,0
2025-02-18,3675,0.0,0
2025-02-18,8255,0.0,0
2025-02-18,8261,0.0,0
2025-02-19,2327,0.0,0
2025-02-19,2492,0.0,0
2025-02-19,3026,0.0,0
2025-02-19,2472,0.0,0
2025-02-19,3357,0.0,0
2025-02-19,5425,0.0,0
2025-02-19,2481,0.0,0
2025-02-19,3675,0.0,0
2025-02-19,8255,-0.0139,1
2025-02-19,8261,0.1564,1
2025-02-20,2327,0.0,0
2025-02-20,2492,0.0,0
2025-02-20,3026,0.0,0
2025-02-20,2472,0.0,0
2025-02-20,3357,0.0,0
2025-02-20,5425,0.0,0
2025-02-20,2481,-0.0139,1
2025-02-20,3675,0.0,0
2025-02-20,8255,0.0,0
2025-02-20,8261,0.0,0
2025-02-21,2327,0.0,0
2025-02-21,2492,0.0,0
2025-02-21,3026,0.0,0
2025-02-21,2472,0.0,0
2025-02-21,3357,0.0,0
2025-02-21,5425,0.0,0
2025-02-21,2481,0.0142,1
2025-02-21,3675,0.0,0
2025-02-21,8255,0.0,0
2025-02-21,8261,0.0,0
2025-02-24,2327,0.0,0
2025-02-24,2492,0.0,0
2025-02-24,3026,0.0,0
2025-02-24,2472,0.0,0
2025-02-24,3357,0.0,0
2025-02-24,5425,0.0,0
2025-02-24,2481,0.0275,2
2025-02-24,3675,0.0,0
2025-02-24,8255,0.0,0
2025-02-24,8261,0.0,0
2025-02-25,2327,0.0,0
2025-02-25,2492,0.0,0
2025-02-25,3026,0.0,0
2025-02-25,2472,0.0,0
2025-02-25,3357,0.0,0
2025-02-25,5425,0.0,0
2025-02-25,2481,-0.006,1
2025-02-25,3675,0.0,0
2025-02-25,8255,0.0,0
2025-02-25,8261,-0.0193,1
2025-02-26,2327,0.0,0
2025-02-26,2492,0.0,0
2025-02-26,3026,0.0,0
2025-02-26,2472,0.0,0
2025-02-26,3357,0.0,0
2025-02-26,5425,0.0,0
2025-02-26,2481,0.0,0
2025-02-26,3675,0.0,0
2025-02-26,8255,0.0,0
2025-02-26,8261,0.0,0
2025-02-27,2327,0.1643,6
2025-02-27,2492,0.0,0
2025-02-27,3026,0.1371,2
2025-02-27,2472,0.0,0
2025-02-27,3357,0.0,0
2025-02-27,5425,0.0,0
2025-02-27,2481,0.0,0
2025-02-27,3675,0.0,0
2025-02-27,8255,0.0,0
2025-02-27,8261,0.1371,2
2025-03-03,2327,0.0185,3
2025-03-03,2492,0.0,0
2025-03-03,3026,-0.0133,1
2025-03-03,2472,0.0,0
2025-03-03,3357,0.0,0
2025-03-03,5425,0.0,0
2025-03-03,2481,0.0,0
2025-03-03,3675,0.0,0
2025-03-03,8255,0.0,0
2025-03-03,8261,0.0,0
2025-03-04,2327,0.0301,2
2025-03-04,2492,0.0,0
2025-03-04,3026,0.0,0
2025-03-04,2472,0.0,0
2025-03-04,3357,0.0,0
2025-03-04,5425,0.0,0
2025-03-04,2481,0.0,0
2025-03-04,3675,0.0,0
2025-03-04,8255,0.0,0
2025-03-04,8261,0.0,0
2025-03-05,2327,0.0,0
2025-03-05,2492,0.0,0
2025-03-05,3026,0.0,0
2025-03-05,2472,-0.0756,2
2025-03-05,3357,0.0,0
2025-03-05,5425,0.0,0
2025-03-05,2481,0.0,0
2025-03-05,3675,0.0,0
2025-03-05,8255,0.0,0
2025-03-05,8261,0.0,0
2025-03-06,2327,-0.006,1
2025-03-06,2492,0.0,0
2025-03-06,3026,0.0,0
2025-03-06,2472,-0.0756,2
2025-03-06,3357,0.0,0
2025-03-06,5425,0.0,0
2025-03-06,2481,0.0,0
2025-03-06,3675,0.0,0
2025-03-06,8255,0.0,0
2025-03-06,8261,-0.1732,3
2025-03-07,2327,0.0,0
2025-03-07,2492,0.0,0
2025-03-07,3026,-0.0756,2
2025-03-07,2472,0.0,0
2025-03-07,3357,-0.0756,2
2025-03-07,5425,0.0,0
2025-03-07,2481,0.0,0
2025-03-07,3675,0.0,0
2025-03-07,8255,-0.0139,1
2025-03-07,8261,0.0,0
2025-03-10,2327,-0.0756,2
2025-03-10,2492,0.0,0
2025-03-10,3026,0.0,0
2025-03-10,2472,0.0,0
2025-03-10,3357,0.0,0
2025-03-10,5425,-0.1732,3
2025-03-10,2481,-0.0756,2
2025-03-10,3675,0.0,0
2025-03-10,8255,0.0,0
2025-03-10,8261,0.0,0
2025-03-11,2327,-0.02,2
2025-03-11,2492,0.0,0
2025-03-11,3026,0.0,0
2025-03-11,2472,0.0,0
2025-03-11,3357,0.0,0
2025-03-11,5425,0.0,0
2025-03-11,2481,-0.0332,2
2025-03-11,3675,0.0,0
2025-03-11,8255,0.0,0
2025-03-11,8261,0.0,0
2025-03-12,2327,-0.006,1
2025-03-12,2492,0.0,0
2025-03-12,3026,0.0,0
2025-03-12,2472,0.0,0
2025-03-12,3357,0.0,0
2025-03-12,5425,0.0,0
2025-03-12,2481,0.0,0
2025-03-12,3675,0.0,0
2025-03-12,8255,0.0,0
2025-03-12,8261,0.0,0
2025-03-13,2327,0.0501,3
