Date,Close,High,Low,Open,Volume,MA5,MA20,MA60,RSI,MACD,MACD_signal,MACD_hist,BB_upper,BB_mid,BB_lower,Volume_MA20,Volume_ratio,ATR,pct_change,usdtwd_pct,twii_pct,onsemi_pct,vishay_pct
2023-12-13,162.47628784179688,165.71655569049366,162.47628784179688,165.71655569049366,509000,162.66144409179688,160.34696578979492,157.15298716227213,56.68390695465241,1.8267126000588974,1.6594149299424559,0.16729767011644148,165.79015336569535,160.34696578979492,154.9037782138945,625600.0,0.8136189258312021,3.4329565052980664,-1.4044983355136376,0.46316889472772793,0.10486055359522073,3.40604438032166,1.2484136977304106
2023-12-14,168.03103637695312,168.49393179396952,162.01339595573992,163.86497762380554,1833000,163.5872344970703,160.9255859375,157.26871134440105,65.91185310441165,2.2004761699594724,1.7676271779458592,0.43284899201361315,167.04654507925792,160.9255859375,154.80462679574205,699150.0,2.621754988199957,3.8393004163556044,3.4188056663166266,-1.0043531382914583,1.054327258708887,6.353320603243606,4.251683902732273
2023-12-15,168.95681762695312,172.65998075302332,168.49392223619435,170.80839918998822,3209000,165.16108093261718,161.55049514770508,157.39986521402994,67.16727963534028,2.542085719939024,1.9225188863444922,0.6195668335945319,168.2736046434065,161.55049514770508,154.82738565200367,847700.0,3.785537336321812,3.9445862776508833,0.5509584836000947,0.08762037854230798,0.11759835156519571,-0.6495737902108556,-1.3866302590577861
2023-12-18,167.10523986816406,170.8084030785389,166.6423444668672,170.8084030785389,973000,166.27203063964845,162.0133903503418,157.54644877115885,62.230861059806664,2.6330546832396635,2.0646260457235264,0.5684286375161371,168.93486443474293,162.0133903503418,155.09191626594068,875900.0,1.1108574038132206,3.9741159221869924,-1.0958881593504222,0.524301763827939,-0.1235713786054915,-2.206654239319983,-0.8271184438050638
2023-12-19,166.179443359375,166.64233874477716,162.9391756615599,166.179443359375,913000,166.54976501464844,162.45314025878906,157.7161771138509,59.86187344674697,2.6004676289052497,2.1717943623598712,0.4286732665453785,169.25280869298012,162.45314025878906,155.653471824598,904000.0,1.0099557522123894,3.9997090267759505,-0.5540200352301738,0.08677068074613992,-0.42759115315066376,1.170004420421522,0.8340167501701412
2023-12-20,166.642333984375,170.34549696180554,165.71654324001736,166.642333984375,906000,167.38297424316406,162.84660110473632,157.89362030029298,60.66808606223289,2.5822272501087014,2.2538809399096373,0.328346310199064,169.6603507640169,162.84660110473632,156.03285144545575,918000.0,0.9869281045751634,4.083608319444248,0.2785486674178772,-0.33465989557395215,0.33367432683415466,-4.2128862223521075,-1.819687278068216
2023-12-21,167.10523986816406,168.03103067075776,163.40207665778922,163.86497205908609,504000,167.19781494140625,163.2169174194336,158.0402038574219,61.50088889416737,2.575436228959461,2.318191997719602,0.25724423123985884,170.11488828599812,163.2169174194336,156.31894655286908,924150.0,0.5453660120110372,4.156321078580819,0.27778408566485613,0.12791495872452874,-0.5186161111112364,3.0553202080549235,1.0109652401233626
2023-12-22,166.642333984375,168.49391547309028,166.642333984375,168.49391547309028,418000,166.73491821289062,163.58723373413085,158.20993220011394,60.12978165663018,2.5038389626404296,2.3553213907037676,0.14851757193666204,170.37976310992926,163.58723373413085,156.79470435833244,928600.0,0.45013999569244023,3.849022466598748,-0.2770145832376447,-0.3736782960108931,0.30147861455658287,0.4303653362638382,1.5846436047455281
2023-12-25,165.253662109375,168.49392999387254,165.253662109375,168.49392999387254,381000,166.3646026611328,164.07327423095703,158.36423085530598,56.089920172511164,2.308433217374642,2.3459437560379426,-0.037510538663300785,169.73639363691575,164.07327423095703,158.4101548249983,925700.0,0.4115804256238522,3.7678551889852536,-0.8333247871637472,-0.36226354270691985,0.04665088698287967,0.4303653362638382,1.5846436047455281
2023-12-26,173.1228790283203,174.51156522373464,166.17944805124864,166.64234344972007,3016000,167.75328979492187,164.81390686035155,158.6728276570638,68.85829857529467,2.7567744165566523,2.4281098881416847,0.3286645284149676,171.1392738353063,164.81390686035155,158.4885398853968,1054600.0,2.859852076616727,4.499861579035171,4.761901684052838,0.127733444468503,0.8343763777672208,1.7378872126501355,0.1642278483319215
2023-12-27,171.73419189453125,175.43735506206832,171.27129649858912,174.97445966612617,1965000,168.77166137695312,165.27680206298828,158.89656041463215,65.25230495854902,2.965844195367822,2.5356567495869125,0.4301874457809096,172.20787948972412,165.27680206298828,158.34572463625244,1088400.0,1.8054024255788312,4.455354510294375,-0.8021395794613029,-0.5678033131921834,0.7873572184754041,-0.4913983420460899,-0.8196936848823166
2023-12-28,170.8083953857422,173.5857676684372,170.8083953857422,172.1970815270897,692000,169.51229248046874,165.6471176147461,159.11257807413736,62.8878490637251,3.021993796922004,2.632924159053931,0.38906963786807314,172.93850400999432,165.6471176147461,158.35573121949787,1067400.0,0.6483042908000749,4.231623546614459,-0.5390868868778487,-0.31445393355279405,0.1054642742363665,-0.08230416497647663,-0.5371859828566694
2023-12-29,171.73419189453125,174.0486688742419,168.4939241229363,169.4197149148206,1282000,170.5306640625,166.08686752319335,159.35945561726888,64.28168298938684,3.1053996871949323,2.727419264682131,0.3779804225128012,173.74237838024274,166.08686752319335,158.43135666614396,1113200.0,1.1516349263384837,4.408039707239945,0.542008785164394,-0.4788328985291246,0.11413168589380351,-1.7062891508092815,-0.41544077368331767
2024-01-02,170.34552001953125,174.5115789330524,169.88262458469558,173.12289262854534,841000,171.54903564453124,166.45718383789062,159.59861857096354,60.60487261583751,3.0245797686088167,2.7868513654674683,0.23772840314134847,174.1877534782512,166.45718383789062,158.72661419753004,1130650.0,0.743819926590899,4.437494992722195,-0.8086170026367467,-0.044000291677548375,-0.4297116466016604,-2.490125537473631,-1.9190705728483137
2024-01-03,167.10523986816406,169.41971687464832,166.6423444668672,169.41971687464832,681000,170.3455078125,166.7580665588379,159.75291697184244,52.98872937699249,2.668307287344163,2.763142549842807,-0.09483526249864394,174.06552330712861,166.7580665588379,159.45060981054718,1147750.0,0.5933347854497931,4.339585734047776,-1.9021810206665046,0.6860424901047546,-1.649228076412912,-2.627378109060352,-1.786479776460892
2024-01-04,162.93919372558594,168.49393896623093,162.93919372558594,168.49393896623093,987000,168.58650817871094,166.85064697265625,159.88407084147136,45.13513441380205,2.026434200479912,2.615800879970228,-0.5893666794903161,173.89789952652,166.85064697265625,159.8033944187925,1176800.0,0.8387151597552686,4.5016070015940715,-2.49306733042296,0.5275459898703483,-0.055014439343803456,-3.9213222873369924,-1.818975404195644
2024-01-05,162.47628784179688,164.3278694696236,162.01339243484017,163.86497406266693,479000,166.9200866699219,166.8043571472168,159.97664998372395,44.34859913254123,1.4635219485264201,2.3853450936814666,-0.9218231451550465,173.9583399075041,166.8043571472168,159.65037438692949,1111750.0,0.43085225995052845,4.209989672685987,-0.28409732072730565,0.03898027981255048,-0.17384828156632448,-0.6561680052816987,-0.8381200159026547
2024-01-08,163.40208435058594,164.79077061985436,162.93918892749645,163.40208435058594,347000,165.2536651611328,166.92008209228516,160.06151428222657,46.36179140288696,1.079668231047151,2.1242097211546036,-1.0445414901074526,173.75233710441634,166.92008209228516,160.08782708015397,1073750.0,0.32316647264260767,3.9572554200688534,0.5698040748509214,-0.3284639253521182,0.3054917612432817,2.9590562529290487,1.7348892551408923
2024-01-09,162.93919372558594,167.5681480927901,162.93919372558594,164.7907754724676,493000,163.77239990234375,166.98951721191406,160.16180852254232,45.4759850352433,0.7296984796768129,1.8453074728590455,-1.1156089931822326,173.6171651739386,166.98951721191406,160.36186924988954,1079150.0,0.456841032293935,4.046815279686895,-0.283283182610361,-0.7463136321570363,-0.21152131518220596,-1.167569455484041,-2.5360681931086426
2024-01-10,162.01339721679688,164.32787431989397,161.08760637555804,163.40208347865513,430000,162.7540313720703,166.85064849853515,160.22352803548176,43.67848863694237,0.3733372893872229,1.5509134361646812,-1.1775761467774584,173.78171897415936,166.85064849853515,159.91957802291094,1042950.0,0.4122920561867779,3.939275634973432,-0.5681852767408735,1.1070581272880409,-0.3983884913753566,-1.84343527385199,0.44863446325167367
2024-01-11,162.01339721679688,162.9391880580357,161.08760637555804,162.4762926374163,389000,162.5688720703125,166.82750396728517,160.3083923339844,43.67848863694237,0.0898823706203018,1.2587072230558056,-1.1688248524355038,173.8228710149781,166.82750396728517,159.83213691959224,1036950.0,0.3751386277062539,3.6609164413073305,0.0,0.18254264271539977,0.45626438441657147,-1.5606405179875549,0.9379128054056052
2024-01-12,162.01339721679688,163.40208347865513,162.01339721679688,162.4762926374163,364000,162.4762939453125,166.52662200927733,160.41640141805013,43.67848863694237,-0.1332219944605697,0.9803213795525307,-1.1135433740131004,173.81552554558561,166.52662200927733,159.23771847296905,963500.0,0.3777893098079917,3.3579524173807873,0.0,-0.7192046382251016,-0.18517891834584077,-1.2898012636524236,-0.8407158967707606
2024-01-15,162.47628784179688,163.40207865571026,162.01339243484017,163.40207865571026,203121,162.2911346435547,166.20259552001954,160.57069981892903,45.03520000001968,-0.2695749144588149,0.7303421207502616,-0.9999170352090765,173.6118079638685,166.20259552001954,158.79338307617058,813206.05,0.24977802366325236,3.0953835911793606,0.28571132570016644,0.587818268824547,0.19408761589856383,-1.2898012636524236,-0.8407158967707606
2024-01-16,164.32786560058594,164.79076099664394,161.550493224238,162.476284016354,537000,162.5688690185547,166.06372680664063,160.77128779093425,50.20255691387236,-0.22562783780810491,0.5391481290385883,-0.7647759668466932,173.50574397788748,166.06372680664063,158.62170963539378,791406.05,0.6785391645666595,3.1147014820095698,1.139598758307403,0.38422436149399,-1.1395293752028635,0.44916540842754316,-0.535464218144277
2024-01-17,158.7731170654297,166.1794432259162,158.31022168039928,166.1794432259162,1403000,161.92081298828126,165.69341049194335,160.8484369913737,38.506799282268254,-0.63173895334711,0.3049707125614487,-0.9367096659085588,173.81704863997612,165.69341049194335,157.56977234391059,815906.05,1.7195607263851027,3.7486374904772166,-3.3802839919174654,0.8430854010390787,-1.066936498019444,-2.073179329841457,-2.512345752767764
