Date,Close,High,Low,Open,Volume
2023-12-26,15074.5703125,15101.1796875,15024.0595703125,15028.6904296875,6120600000
2023-12-27,15099.1796875,15114.080078125,15051.669921875,15089.66015625,7480170000
2023-12-28,15095.1396484375,15150.0703125,15087.2197265625,15142.08984375,5090570000
2023-12-29,15011.349609375,15111.41015625,14955.3701171875,15099.2001953125,5441060000
2024-01-02,14765.9404296875,14887.7998046875,14682.3798828125,14873.7001953125,5791170000
2024-01-03,14592.2099609375,14694.580078125,14577.4404296875,14641.4697265625,5449950000
2024-01-04,14510.2998046875,14632.76953125,14504.7802734375,14532.23046875,5289220000
2024-01-05,14524.0703125,14625.1904296875,14477.5703125,14500.1103515625,5232820000
2024-01-08,14843.76953125,14846.900390625,14560.2001953125,14564.4697265625,6337770000
2024-01-09,14857.7099609375,14894.3203125,14716.7099609375,14744.1298828125,5068410000
2024-01-10,14969.650390625,14998.2001953125,14842.7001953125,14877.7001953125,4404590000
2024-01-11,14970.1904296875,15063.6103515625,14800.3798828125,15020.9501953125,5044690000
2024-01-12,14972.759765625,15047.25,14931.8798828125,15001.009765625,4958940000
2024-01-16,14944.349609375,15004.349609375,14863.8095703125,14908.259765625,6386180000
2024-01-17,14855.6201171875,14865.759765625,14706.23046875,14814.76953125,5181740000
2024-01-18,15055.650390625,15066.8095703125,14911.1103515625,14994.51953125,5587440000
2024-01-19,15310.9697265625,15310.9697265625,15087.2001953125,15122.3798828125,5604950000
2024-01-22,15360.2900390625,15438.849609375,15333.6298828125,15393.0498046875,5456240000
2024-01-23,15425.9404296875,15432.349609375,15337.23046875,15391.41015625,5207680000
2024-01-24,15481.919921875,15629.0703125,15468.91015625,15560.6103515625,4983210000
2024-01-25,15510.5,15597.25,15430.6796875,15555.6201171875,5281570000
2024-01-26,15455.3603515625,15538.83984375,15433.0400390625,15474.849609375,4510530000
2024-01-29,15628.0400390625,15630.580078125,15449.8701171875,15470.66015625,4979310000
2024-01-30,15509.900390625,15619.23046875,15484.669921875,15604.080078125,4719240000
2024-01-31,15164.009765625,15405.5595703125,15158.490234375,15324.1904296875,5875610000
2024-02-01,15361.6396484375,15372.1298828125,15208.8798828125,15254.01953125,5046920000
2024-02-02,15628.9501953125,15664.2099609375,15366.7802734375,15403.16015625,4800690000
2024-02-05,15597.6796875,15637.8798828125,15471.6796875,15613.990234375,4831020000
2024-02-06,15609.0,15652.75,15515.25,15638.1904296875,4759640000
2024-02-07,15756.6396484375,15770.6796875,15645.8095703125,15690.349609375,4567580000
2024-02-08,15793.7099609375,15813.26953125,15739.1796875,15762.23046875,5675850000
2024-02-09,15990.66015625,16007.2900390625,15831.759765625,15842.3798828125,5797260000
2024-02-12,15942.5498046875,16080.0703125,15917.8701171875,15980.6201171875,5458490000
2024-02-13,15655.599609375,15770.419921875,15551.4404296875,15598.8798828125,5599860000
2024-02-14,15859.150390625,15865.509765625,15683.9404296875,15781.7099609375,5092660000
2024-02-15,15906.169921875,15911.2197265625,15779.7197265625,15865.2998046875,6049100000
2024-02-16,15775.650390625,15917.41015625,15752.01953125,15910.4296875,5223800000
2024-02-20,15630.7802734375,15730.4697265625,15508.5,15679.83984375,5595700000
2024-02-21,15580.8701171875,15583.6796875,15451.650390625,15532.1201171875,4845740000
2024-02-22,16041.6201171875,16061.8203125,15869.240234375,15904.48046875,5653930000
2024-02-23,15996.8203125,16134.2197265625,15954.5,16094.7998046875,5077910000
2024-02-26,15976.25,16054.900390625,15973.900390625,16014.4501953125,5417630000
2024-02-27,16035.2998046875,16046.099609375,15940.509765625,16013.98046875,5423020000
2024-02-28,15947.740234375,16003.5595703125,15924.7197265625,15969.1396484375,5581690000
2024-02-29,16091.919921875,16115.9599609375,15931.7001953125,16059.33984375,6265340000
2024-03-01,16274.9404296875,16302.240234375,16096.599609375,16109.830078125,5457910000
2024-03-04,16207.509765625,16289.0595703125,16199.0595703125,16264.2099609375,5725470000
2024-03-05,15939.58984375,16087.5703125,15862.6298828125,16077.740234375,6356800000
2024-03-06,16031.5400390625,16128.5595703125,15956.66015625,16092.0,5511370000
2024-03-07,16273.3798828125,16309.01953125,16096.009765625,16147.3203125,5072790000
2024-03-08,16085.1103515625,16449.69921875,16059.5,16322.099609375,5411790000
2024-03-11,16019.26953125,16085.9501953125,15978.0400390625,16052.6298828125,4917620000
2024-03-12,16265.6396484375,16275.4501953125,15992.98046875,16116.98046875,5100330000
2024-03-13,16177.76953125,16233.2998046875,16143.33984375,16220.1103515625,4839000000
2024-03-14,16128.5302734375,16245.3203125,16039.6796875,16209.1904296875,5450980000
2024-03-15,15973.169921875,16055.330078125,15925.91015625,16043.580078125,8261950000
2024-03-18,16103.4501953125,16247.58984375,16094.169921875,16154.919921875,5025040000
2024-03-19,16166.7900390625,16175.58984375,15951.8603515625,16031.9296875,4758740000
2024-03-20,16369.41015625,16377.4404296875,16127.48046875,16185.759765625,5298380000
2024-03-21,16401.83984375,16538.859375,16393.900390625,16517.240234375,5134740000
2024-03-22,16428.8203125,16467.619140625,16361.0,16387.830078125,4339930000
2024-03-25,16384.470703125,16441.169921875,16315.7197265625,16335.2998046875,4636940000
2024-03-26,16315.7001953125,16476.380859375,16312.9501953125,16446.849609375,5144260000
2024-03-27,16399.51953125,16431.8203125,16279.169921875,16424.759765625,4768930000
2024-03-28,16379.4599609375,16420.919921875,16347.3798828125,16377.23046875,5174450000
2024-04-01,16396.830078125,16490.650390625,16327.8896484375,16397.05078125,4798390000
2024-04-02,16240.4501953125,16251.41015625,16137.240234375,16199.240234375,4710280000
2024-04-03,16277.4599609375,16340.740234375,16169.3095703125,16178.7998046875,5151500000
2024-04-04,16049.080078125,16468.0390625,16046.5595703125,16418.5703125,5368700000
2024-04-05,16248.51953125,16326.5,16080.48046875,16095.400390625,4578130000
2024-04-08,16253.9599609375,16323.599609375,16220.7197265625,16285.1796875,4386700000
2024-04-09,16306.6396484375,16348.1796875,16141.150390625,16328.759765625,4869190000
2024-04-10,16170.3603515625,16200.099609375,16092.01953125,16104.009765625,5308250000
2024-04-11,16442.19921875,16464.599609375,16154.650390625,16236.2001953125,4714750000
2024-04-12,16175.08984375,16341.4599609375,16125.330078125,16293.0302734375,4552740000
2024-04-15,15885.01953125,16295.26953125,15863.8798828125,16276.4697265625,4910550000
2024-04-16,15865.25,15965.7900390625,15822.01953125,15856.3798828125,5001860000
2024-04-17,15683.3701171875,15957.0302734375,15654.509765625,15942.2900390625,4991470000
2024-04-18,15601.5,15786.1201171875,15587.5,15705.6904296875,4932540000
2024-04-19,15282.009765625,15576.7001953125,15222.7802734375,15547.099609375,5316010000
2024-04-22,15451.3095703125,15539.0,15265.66015625,15396.1298828125,4616730000
2024-04-23,15696.6396484375,15730.349609375,15510.58984375,15525.5498046875,4951670000
2024-04-24,15712.75,15839.0,15634.4404296875,15805.599609375,4735870000
2024-04-25,15611.759765625,15644.509765625,15343.91015625,15375.259765625,4743640000
2024-04-26,15927.900390625,15981.0,15770.7197265625,15821.33984375,4694400000
2024-04-29,15983.080078125,16021.490234375,15885.8896484375,16007.0,4972520000
2024-04-30,15657.8203125,15979.3603515625,15655.669921875,15920.8896484375,5229400000
2024-05-01,15605.48046875,15926.2197265625,15557.6396484375,15646.08984375,5277790000
2024-05-02,15840.9599609375,15862.7900390625,15604.73046875,15758.1103515625,4901610000
2024-05-03,16156.330078125,16204.7099609375,16068.33984375,16147.48046875,4887310000
2024-05-06,16349.25,16350.080078125,16197.8603515625,16208.5400390625,4460130000
2024-05-07,16332.5595703125,16397.390625,16303.83984375,16358.33984375,5041870000
2024-05-08,16302.759765625,16341.650390625,16226.0703125,16226.0703125,4530190000
