window,ticker,index,bucket,target,n,days,follow,mean_tw,correlation
all,3675.TWO,nasdaq,big_down,close_to_close,34,34,0.9117647058823529,-3.674431956559634,0.12569196830608087
all,3675.TWO,nasdaq,big_down,gap,34,34,0.8823529411764706,-2.741120699365386,0.521358785180058
all,3675.TWO,nasdaq,big_down,intraday,34,34,0.6470588235294118,-0.9397363397268138,-0.3859171598161271
all,3675.TWO,sp500,up,close_to_close,352,352,0.5340909090909091,0.7040388194354924,0.21558571167695925
all,3675.TWO,sp500,up,gap,352,352,0.8096590909090909,1.052576852808251,0.3606538667814459
all,3675.TWO,sp500,up,intraday,352,352,0.3835227272727273,-0.3454724679839755,0.061023798136552475
all,3675.TWO,sp500,down,close_to_close,273,273,0.6336996336996337,-0.7310412558428213,0.23576772347607672
all,3675.TWO,sp500,down,gap,273,273,0.5238095238095238,-0.18928616688569042,0.45346702495557434
all,3675.TWO,sp500,down,intraday,273,273,0.6043956043956044,-0.5410920645323649,-0.027994949528469978
all,3675.TWO,sp500,big_up,close_to_close,11,11,0.7272727272727273,2.4518419941705623,0.6322430771606966
all,3675.TWO,sp500,big_up,gap,11,11,1.0,2.4859158785373943,0.7634947100956722
all,3675.TWO,sp500,big_up,intraday,11,11,0.45454545454545453,-0.033944404310570817,0.22575193384471023
all,3675.TWO,sp500,big_down,close_to_close,11,11,0.9090909090909091,-3.7541273786220897,0.29354398075538746
all,3675.TWO,sp500,big_down,gap,11,11,0.9090909090909091,-3.784360941903208,0.5257817850269296
all,3675.TWO,sp500,big_down,intraday,11,11,0.5454545454545454,0.06630464169192055,-0.21331804472151783
all,5425.TWO,sox,up,close_to_close,361,361,0.518005540166205,0.4638371135239655,0.2651273293822224
all,5425.TWO,sox,up,gap,361,361,0.8310249307479224,0.9762432582858169,0.4617206986266343
all,5425.TWO,sox,up,intraday,361,361,0.3545706371191136,-0.5057485126855564,-0.008886614805999747
all,5425.TWO,sox,down,close_to_close,264,264,0.5643939393939394,-0.5062559526328134,0.23551970730795743
all,5425.TWO,sox,down,gap,264,264,0.48484848484848486,-0.4356758823477578,0.566917294671771
all,5425.TWO,sox,down,intraday,264,264,0.5378787878787878,-0.06635135227058046,-0.10144846620366954
all,5425.TWO,sox,big_up,close_to_close,126,126,0.5793650793650794,0.7694864954361724,0.41933385955945957
all,5425.TWO,sox,big_up,gap,126,126,0.9126984126984127,1.5767286609323785,0.5193589581286452
all,5425.TWO,sox,big_up,intraday,126,126,0.30952380952380953,-0.7982216030704882,0.08419349370682731
all,5425.TWO,sox,big_down,close_to_close,97,97,0.711340206185567,-1.333607631122718,0.13824844430390687
all,5425.TWO,sox,big_down,gap,97,97,0.711340206185567,-1.3841331534354266,0.5277208081238957
all,5425.TWO,sox,big_down,intraday,97,97,0.5567010309278351,0.06052235500451296,-0.20722871133970622
all,5425.TWO,nasdaq,up,close_to_close,359,359,0.5348189415041783,0.5851853560686349,0.22527612973859007
all,5425.TWO,nasdaq,up,gap,359,359,0.8245125348189415,0.9522698760808611,0.39234918909492805
all,5425.TWO,nasdaq,up,intraday,359,359,0.36768802228412256,-0.3600272524366881,0.00042205049273502177
all,5425.TWO,nasdaq,down,close_to_close,266,266,0.5939849624060151,-0.6627365275998163,0.22664501448272434
all,5425.TWO,nasdaq,down,gap,266,266,0.4699248120300752,-0.39270489553254606,0.4690742889935683
all,5425.TWO,nasdaq,down,intraday,266,266,0.5639097744360902,-0.2663240092261208,-0.07104521450480923
all,5425.TWO,nasdaq,big_up,close_to_close,32,32,0.78125,2.2720964887217905,0.3541375150711531
all,5425.TWO,nasdaq,big_up,gap,32,32,0.96875,2.2509758893071625,0.6038824931456975
all,5425.TWO,nasdaq,big_up,intraday,32,32,0.40625,0.01963333940838731,-0.11323895320566095
all,5425.TWO,nasdaq,big_down,close_to_close,34,34,0.8235294117647058,-2.5273427826788244,0.18698802147516513
all,5425.TWO,nasdaq,big_down,gap,34,34,0.7647058823529411,-2.51140019042058,0.5125787818795903
all,5425.TWO,nasdaq,big_down,intraday,34,34,0.5588235294117647,0.02280195420847074,-0.3090908637388109
all,5425.TWO,sp500,up,close_to_close,352,352,0.5511363636363636,0.5953883798482078,0.2225184401534072
all,5425.TWO,sp500,up,gap,352,352,0.8295454545454546,0.9387494521657362,0.3828214955511568
all,5425.TWO,sp500,up,intraday,352,352,0.375,-0.33613835518208385,0.0024874303747619638
all,5425.TWO,sp500,down,close_to_close,273,273,0.5934065934065934,-0.6438940777270342,0.21433803164358342
all,5425.TWO,sp500,down,gap,273,273,0.4652014652014652,-0.3407854353881585,0.46967488358444354
all,5425.TWO,sp500,down,intraday,273,273,0.5824175824175825,-0.29952845807628437,-0.08955839113112556
all,5425.TWO,sp500,big_up,close_to_close,11,11,0.7272727272727273,2.061541073377493,0.7394814718164254
all,5425.TWO,sp500,big_up,gap,11,11,1.0,2.7551587293208026,0.8387577105967193
all,5425.TWO,sp500,big_up,intraday,11,11,0.18181818181818182,-0.6852298999550279,0.15135148199459947
all,5425.TWO,sp500,big_down,close_to_close,11,11,0.9090909090909091,-2.9698388388777444,0.3898435482543887
all,5425.TWO,sp500,big_down,gap,11,11,0.8181818181818182,-3.8989130487921746,0.5491572447558845
all,5425.TWO,sp500,big_down,intraday,11,11,0.5454545454545454,1.056558052135042,-0.16747164915512802
all,8255.TWO,sox,up,close_to_close,361,361,0.518005540166205,0.24908278275553405,0.18869609900789705
all,8255.TWO,sox,up,gap,361,361,0.7867036011080333,0.8861270568594701,0.4016733073784053
all,8255.TWO,sox,up,intraday,361,361,0.3268698060941828,-0.6328263477045348,-0.048523509131246756
all,8255.TWO,sox,down,close_to_close,264,264,0.5113636363636364,-0.364066141703904,0.23278867904796152
all,8255.TWO,sox,down,gap,264,264,0.44696969696969696,-0.20903966285140646,0.546387257291909
all,8255.TWO,sox,down,intraday,264,264,0.5,-0.15385424768452038,-0.08670600302813362
all,8255.TWO,sox,big_up,close_to_close,126,126,0.5238095238095238,0.22050781910828066,0.4325172080960669
all,8255.TWO,sox,big_up,gap,126,126,0.8650793650793651,1.1834057501391069,0.5436101463455908
all,8255.TWO,sox,big_up,intraday,126,126,0.23015873015873015,-0.9522160810804343,0.08425526209321811
all,8255.TWO,sox,big_down,close_to_close,97,97,0.5979381443298969,-0.9988947103561292,0.1697926464847297
all,8255.TWO,sox,big_down,gap,97,97,0.6804123711340206,-0.9552375403366739,0.531200200437571
all,8255.TWO,sox,big_down,intraday,97,97,0.4639175257731959,-0.043386442305671,-0.1947800285414195
all,8255.TWO,nasdaq,up,close_to_close,359,359,0.5348189415041783,0.3193019608465141,0.1951728766989968
all,8255.TWO,nasdaq,up,gap,359,359,0.8105849582172702,0.8800754973519188,0.39818030099094426
all,8255.TWO,nasdaq,up,intraday,359,359,0.3286908077994429,-0.5563434062720902,-0.04017165068878248
all,8255.TWO,nasdaq,down,close_to_close,266,266,0.5338345864661654,-0.454225491650306,0.21605039597888046
all,8255.TWO,nasdaq,down,gap,266,266,0.46616541353383456,-0.19263799630015588,0.47201486086058286
all,8255.TWO,nasdaq,down,intraday,266,266,0.5037593984962406,-0.26067875961793274,-0.06070342234095091
all,8255.TWO,nasdaq,big_up,close_to_close,32,32,0.65625,1.6140250772390172,0.45074550369256833
all,8255.TWO,nasdaq,big_up,gap,32,32,0.875,2.0208324546448,0.6090914522812735
all,8255.TWO,nasdaq,big_up,intraday,32,32,0.28125,-0.4001733480232198,-0.06580476566132058
all,8255.TWO,nasdaq,big_down,close_to_close,34,34,0.6764705882352942,-1.8065674279947974,0.24423307928279228
all,8255.TWO,nasdaq,big_down,gap,34,34,0.7941176470588235,-1.9346430645647166,0.5226115337354782
all,8255.TWO,nasdaq,big_down,intraday,34,34,0.4411764705882353,0.13882129057252757,-0.2520907596729231
all,8255.TWO,sp500,up,close_to_close,352,352,0.53125,0.26835829141300815,0.22238894590372596
all,8255.TWO,sp500,up,gap,352,352,0.7926136363636364,0.857402026503239,0.4184749016872651
all,8255.TWO,sp500,up,intraday,352,352,0.32954545454545453,-0.5845032283960201,-0.012898907291964736
all,8255.TWO,sp500,down,close_to_close,273,273,0.5238095238095238,-0.3687058440016914,0.22084141068552784
all,8255.TWO,sp500,down,gap,273,273,0.43956043956043955,-0.13589786372030302,0.4562915718833246
all,8255.TWO,sp500,down,intraday,273,273,0.5091575091575091,-0.2319512692844373,-0.056522674036466686
all,8255.TWO,sp500,big_up,close_to_close,11,11,0.45454545454545453,1.3283195147448739,0.7953937372427223
all,8255.TWO,sp500,big_up,gap,11,11,0.9090909090909091,2.1410843567771876,0.8538866206953962
all,8255.TWO,sp500,big_up,intraday,11,11,0.18181818181818182,-0.7967328606660676,0.1260032544733121
all,8255.TWO,sp500,big_down,close_to_close,11,11,0.6363636363636364,-1.7834131492242695,0.5924682805536352
all,8255.TWO,sp500,big_down,gap,11,11,0.7272727272727273,-2.8930765849913147,0.5595453286230534
all,8255.TWO,sp500,big_down,intraday,11,11,0.2727272727272727,1.1651968055361002,0.062160566345398155
all,8261.TW,sox,up,close_to_close,361,361,0.5318559556786704,0.5239236741700998,0.2231054871691668
all,8261.TW,sox,up,gap,361,361,0.8199445983379502,0.906697998206198,0.41387242508028793
all,8261.TW,sox,up,intraday,361,361,0.3684210526315789,-0.3730780992449984,-0.029131896980425148
all,8261.TW,sox,down,close_to_close,264,264,0.553030303030303,-0.4111457461808311,0.26642691668865864
all,8261.TW,sox,down,gap,264,264,0.4772727272727273,-0.4223422950792184,0.5178522128725975
all,8261.TW,sox,down,intraday,264,264,0.5568181818181818,0.013378983707553594,-0.0716936131772056
all,8261.TW,sox,big_up,close_to_close,126,126,0.5793650793650794,0.7426284788590093,0.3493455106671419
all,8261.TW,sox,big_up,gap,126,126,0.8888888888888888,1.4169522258149594,0.46285349621430855
all,8261.TW,sox,big_up,intraday,126,126,0.3412698412698413,-0.6585357659716737,0.006809798617218171
all,8261.TW,sox,big_down,close_to_close,97,97,0.6494845360824743,-1.437790334240079,0.1262588061313111
all,8261.TW,sox,big_down,gap,97,97,0.7216494845360825,-1.4668133398144154,0.4238227567868877
all,8261.TW,sox,big_down,intraday,97,97,0.5257731958762887,0.03919675875229042,-0.1783078149694572
all,8261.TW,nasdaq,up,close_to_close,359,359,0.5515320334261838,0.5837107466753105,0.19829872714356517
all,8261.TW,nasdaq,up,gap,359,359,0.8356545961002786,0.8435526793137976,0.39121491171874195
all,8261.TW,nasdaq,up,intraday,359,359,0.3955431754874652,-0.2525562600974766,-0.040053176700776384
all,8261.TW,nasdaq,down,close_to_close,266,266,0.5676691729323309,-0.4848052205743227,0.23397624751391388
all,8261.TW,nasdaq,down,gap,266,266,0.4774436090225564,-0.32712706925612606,0.42291119944038635
all,8261.TW,nasdaq,down,intraday,266,266,0.5714285714285714,-0.152185882532542,-0.049518488546581446
all,8261.TW,nasdaq,big_up,close_to_close,32,32,0.65625,1.7048310514991785,0.3665166375974158
all,8261.TW,nasdaq,big_up,gap,32,32,0.96875,2.3171569018732825,0.5099554677621235
all,8261.TW,nasdaq,big_up,intraday,32,32,0.34375,-0.5874744801433367,0.00663232847969972
all,8261.TW,nasdaq,big_down,close_to_close,34,34,0.8235294117647058,-2.6736519446962426,0.23305390551846406
all,8261.TW,nasdaq,big_down,gap,34,34,0.8529411764705882,-2.358623821659206,0.5352127282291465
all,8261.TW,nasdaq,big_down,intraday,34,34,0.5588235294117647,-0.3013511760327185,-0.25094578480967233
all,8261.TW,sp500,up,close_to_close,352,352,0.5511363636363636,0.5393477002740046,0.20860658843910498
all,8261.TW,sp500,up,gap,352,352,0.8210227272727273,0.8372291426748597,0.37924514585981006
all,8261.TW,sp500,up,intraday,352,352,0.39488636363636365,-0.29049994104943944,-0.020246864963090878
all,8261.TW,sp500,down,close_to_close,273,273,0.5531135531135531,-0.4002066707427949,0.25914281073671197
all,8261.TW,sp500,down,gap,273,273,0.4542124542124542,-0.28895621527482335,0.428107622692263
all,8261.TW,sp500,down,intraday,273,273,0.5714285714285714,-0.10583576146244544,-0.023427068410393128
all,8261.TW,sp500,big_up,close_to_close,11,11,0.6363636363636364,1.988367379441469,0.8073210626857728
all,8261.TW,sp500,big_up,gap,11,11,1.0,2.5050004593123796,0.9055496837055959
all,8261.TW,sp500,big_up,intraday,11,11,0.2727272727272727,-0.5074199444912366,0.15644785575622913
all,8261.TW,sp500,big_down,close_to_close,11,11,0.8181818181818182,-2.724388420281716,0.600261352404255
all,8261.TW,sp500,big_down,gap,11,11,0.8181818181818182,-3.459024613254179,0.5929592220954456
all,8261.TW,sp500,big_down,intraday,11,11,0.36363636363636365,0.8309826514091392,-0.0977474878093883
last60,ALL,sox,up,close_to_close,320,32,0.525,0.9036860326805168,0.2902359925563868
last60,ALL,sox,up,gap,320,32,0.65625,1.469377046301123,0.5714451173728105
last60,ALL,sox,up,intraday,320,32,0.415625,-0.564315915354206,-0.0038770952159821025
last60,ALL,sox,down,close_to_close,260,26,0.7038461538461539,-2.411023834339801,-0.04337112757820355
last60,ALL,sox,down,gap,260,26,0.7,-1.5964648753557547,0.1903041683726013
last60,ALL,sox,down,intraday,260,26,0.6384615384615384,-0.8220243308793851,-0.18187229210320224
last60,ALL,sox,big_up,close_to_close,140,14,0.6285714285714286,1.984606246643766,0.3445487055940124
last60,ALL,sox,big_up,gap,140,14,0.7642857142857142,2.6515825014118968,0.6866160935212426
last60,ALL,sox,big_up,intraday,140,14,0.35714285714285715,-0.68189976788607,-0.04464734743938049
last60,ALL,sox,big_down,close_to_close,200,20,0.72,-2.6175579600823085,-0.20132834600471747
last60,ALL,sox,big_down,gap,200,20,0.735,-1.8881436863610674,0.050127828914810824
last60,ALL,sox,big_down,intraday,200,20,0.63,-0.7326136705302488,-0.2714966312108877
last60,ALL,nasdaq,up,close_to_close,230,23,0.5739130434782609,1.2943517115316354,0.4887598842661185
last60,ALL,nasdaq,up,gap,230,23,0.6956521739130435,1.8051156135669029,0.5703246705487128
last60,ALL,nasdaq,up,intraday,230,23,0.41304347826086957,-0.5096823525114115,0.2325310794925908
last60,ALL,nasdaq,down,close_to_close,350,35,0.66,-1.8153930289224542,0.2671703811969618
last60,ALL,nasdaq,down,gap,350,35,0.5971428571428572,-1.0287337254186415,0.40540479011414127
last60,ALL,nasdaq,down,intraday,350,35,0.6114285714285714,-0.7916585081838898,0.04447496810006324
last60,ALL,nasdaq,big_up,close_to_close,40,4,0.95,6.079627622771821,-0.04232647411629533
last60,ALL,nasdaq,big_up,gap,40,4,0.875,4.803107853869305,0.7690587029765604
last60,ALL,nasdaq,big_up,intraday,40,4,0.55,1.2772715581228706,-0.7260534005518148
last60,ALL,nasdaq,big_down,close_to_close,20,2,0.8,-3.59322996297933,-0.695571212005508
last60,ALL,nasdaq,big_down,gap,20,2,1.0,-2.942995158223648,0.06961558012647186
last60,ALL,nasdaq,big_down,intraday,20,2,0.7,-0.66329317460398,-0.7448551702873284
last60,ALL,sp500,up,close_to_close,260,26,0.5115384615384615,0.4785697109396856,0.472573537351605
last60,ALL,sp500,up,gap,260,26,0.6153846153846154,1.1804642862429446,0.5975774383216335
last60,ALL,sp500,up,intraday,260,26,0.4,-0.702484706145401,0.16611045941716546
last60,ALL,sp500,down,close_to_close,320,32,0.634375,-1.4441087228590657,0.3519851611697532
last60,ALL,sp500,down,gap,320,32,0.575,-0.7868778974978203,0.40637126166212795
last60,ALL,sp500,down,intraday,320,32,0.615625,-0.6614418604505683,0.1528580275024526
last60,ALL,sp500,big_up,close_to_close,0,0,,,
last60,ALL,sp500,big_up,gap,0,0,,,
last60,ALL,sp500,big_up,intraday,0,0,,,
last60,ALL,sp500,big_down,close_to_close,0,0,,,
last60,ALL,sp500,big_down,gap,0,0,,,
last60,ALL,sp500,big_down,intraday,0,0,,,
last60,2327.TW,sox,up,close_to_close,32,32,0.5625,1.218415987729586,0.26818290280010754
last60,2327.TW,sox,up,gap,32,32,0.6875,1.9981311727730549,0.5604501539894423
last60,2327.TW,sox,up,intraday,32,32,0.40625,-0.7743116620848245,-0.03399263846582146
last60,2327.TW,sox,down,close_to_close,26,26,0.8076923076923077,-3.271027167124293,0.022291455519777185
last60,2327.TW,sox,down,gap,26,26,0.7692307692307693,-2.4725888936937563,0.21017529044092614
last60,2327.TW,sox,down,intraday,26,26,0.6923076923076923,-0.8336243794760232,-0.12137040110819072
last60,2327.TW,sox,big_up,close_to_close,14,14,0.7142857142857143,2.780752535597827,0.2670232846611447
last60,2327.TW,sox,big_up,gap,14,14,0.7857142857142857,3.5210077385063876,0.706500881584037
last60,2327.TW,sox,big_up,intraday,14,14,0.35714285714285715,-0.7497564951685549,-0.10710034590527946
last60,2327.TW,sox,big_down,close_to_close,20,20,0.8,-3.5191647507124757,-0.14739739547448213
last60,2327.TW,sox,big_down,gap,20,20,0.8,-2.8112073470338688,-0.006643641715528242
last60,2327.TW,sox,big_down,intraday,20,20,0.7,-0.7309255666271337,-0.17537039487608813
last60,2327.TW,nasdaq,up,close_to_close,23,23,0.5652173913043478,1.6870852001824428,0.49093778662089127
last60,2327.TW,nasdaq,up,gap,23,23,0.782608695652174,2.7574389142553644,0.6142976039197404
last60,2327.TW,nasdaq,up,intraday,23,23,0.391304347826087,-1.054809643355967,0.20400530654856583
last60,2327.TW,nasdaq,down,close_to_close,35,35,0.7142857142857143,-2.424581552630887,0.3003007752315482
last60,2327.TW,nasdaq,down,gap,35,35,0.7142857142857143,-1.8219488210049515,0.35635850863817703
last60,2327.TW,nasdaq,down,intraday,35,35,0.6571428571428571,-0.6340452930258215,0.15460179101906985
last60,2327.TW,nasdaq,big_up,close_to_close,4,4,1.0,6.0597247836603145,0.11095245347910962
last60,2327.TW,nasdaq,big_up,gap,4,4,1.0,6.26127633358527,0.948358087024348
last60,2327.TW,nasdaq,big_up,intraday,4,4,0.25,-0.11842814974820648,-0.4786477876502364
last60,2327.TW,nasdaq,big_down,close_to_close,2,2,0.5,-2.408722109533473,
last60,2327.TW,nasdaq,big_down,gap,2,2,1.0,-1.9565584854631501,
last60,2327.TW,nasdaq,big_down,intraday,2,2,0.5,-0.4857890224869821,
last60,2327.TW,sp500,up,close_to_close,26,26,0.46153846153846156,0.5511654686793762,0.4901146801846336
last60,2327.TW,sp500,up,gap,26,26,0.6923076923076923,1.7478968448999366,0.6818039120473903
last60,2327.TW,sp500,up,intraday,26,26,0.38461538461538464,-1.1933062150294682,0.09091222399329946
last60,2327.TW,sp500,down,close_to_close,32,32,0.65625,-1.8871155288608958,0.3563513699955332
last60,2327.TW,sp500,down,gap,32,32,0.6875,-1.4310134898343212,0.35148308071738193
last60,2327.TW,sp500,down,intraday,32,32,0.65625,-0.48207017069765057,0.23685196577089712
last60,2327.TW,sp500,big_up,close_to_close,0,0,,,
last60,2327.TW,sp500,big_up,gap,0,0,,,
last60,2327.TW,sp500,big_up,intraday,0,0,,,
last60,2327.TW,sp500,big_down,close_to_close,0,0,,,
last60,2327.TW,sp500,big_down,gap,0,0,,,
last60,2327.TW,sp500,big_down,intraday,0,0,,,
last60,2472.TW,sox,up,close_to_close,32,32,0.5625,0.6170689118176353,0.2597475246169259
last60,2472.TW,sox,up,gap,32,32,0.59375,1.2284663738832609,0.6344535004794132
last60,2472.TW,sox,up,intraday,32,32,0.4375,-0.6203790183205632,-0.05844677100729056
last60,2472.TW,sox,down,close_to_close,26,26,0.7307692307692307,-2.1848895038384457,-0.019012750671411484
last60,2472.TW,sox,down,gap,26,26,0.7307692307692307,-1.3144533820121607,0.041132262124889137
last60,2472.TW,sox,down,intraday,26,26,0.6153846153846154,-0.8953689209278276,-0.06115844473012922
last60,2472.TW,sox,big_up,close_to_close,14,14,0.7142857142857143,1.754020340091522,0.2709921826539866
last60,2472.TW,sox,big_up,gap,14,14,0.7857142857142857,2.499599894421589,0.6404601469199961
last60,2472.TW,sox,big_up,intraday,14,14,0.2857142857142857,-0.757414203705159,-0.07568981267002658
last60,2472.TW,sox,big_down,close_to_close,20,20,0.75,-2.543580727275259,-0.2860718574484571
last60,2472.TW,sox,big_down,gap,20,20,0.75,-1.5144490887564628,-0.1775009553167379
last60,2472.TW,sox,big_down,intraday,20,20,0.65,-1.0367919596367865,-0.21738348580449204
last60,2472.TW,nasdaq,up,close_to_close,23,23,0.6086956521739131,0.8371945077327674,0.4300171525674859
last60,2472.TW,nasdaq,up,gap,23,23,0.6521739130434783,1.497509105175513,0.5115215674546473
last60,2472.TW,nasdaq,up,intraday,23,23,0.43478260869565216,-0.6710199218031244,0.22919611557742053
last60,2472.TW,nasdaq,down,close_to_close,35,35,0.6571428571428571,-1.6090398742711118,0.38628920369236536
last60,2472.TW,nasdaq,down,gap,35,35,0.6571428571428571,-0.8373592396311036,0.40612012748791193
last60,2472.TW,nasdaq,down,intraday,35,35,0.6,-0.7913789236831335,0.222807245025545
last60,2472.TW,nasdaq,big_up,close_to_close,4,4,1.0,5.651669173499869,-0.05266716711331942
last60,2472.TW,nasdaq,big_up,gap,4,4,0.75,3.9499741138503186,0.6486000071810729
last60,2472.TW,nasdaq,big_up,intraday,4,4,0.5,1.6858307974503801,-0.9784136695887599
last60,2472.TW,nasdaq,big_down,close_to_close,2,2,1.0,-3.445773478279779,
last60,2472.TW,nasdaq,big_down,gap,2,2,1.0,-1.5653087734253224,
last60,2472.TW,nasdaq,big_down,intraday,2,2,1.0,-1.931353686146331,
last60,2472.TW,sp500,up,close_to_close,26,26,0.5384615384615384,-0.1525429677969174,0.4977276977951317
last60,2472.TW,sp500,up,gap,26,26,0.5769230769230769,0.9455868284582317,0.55610488868418
last60,2472.TW,sp500,up,intraday,26,26,0.4230769230769231,-1.1063007775129312,0.26246202029002846
last60,2472.TW,sp500,down,close_to_close,32,32,0.625,-1.0342126487161067,0.49850859076301396
last60,2472.TW,sp500,down,gap,32,32,0.625,-0.6078162971239329,0.3266675981452401
last60,2472.TW,sp500,down,intraday,32,32,0.59375,-0.4489968848451661,0.4445591671438682
last60,2472.TW,sp500,big_up,close_to_close,0,0,,,
last60,2472.TW,sp500,big_up,gap,0,0,,,
last60,2472.TW,sp500,big_up,intraday,0,0,,,
last60,2472.TW,sp500,big_down,close_to_close,0,0,,,
last60,2472.TW,sp500,big_down,gap,0,0,,,
last60,2472.TW,sp500,big_down,intraday,0,0,,,
last60,2481.TW,sox,up,close_to_close,32,32,0.5625,1.2490381464845102,0.4118817593160135
last60,2481.TW,sox,up,gap,32,32,0.625,1.6162894482559473,0.7020261625508042
last60,2481.TW,sox,up,intraday,32,32,0.40625,-0.35559386349794353,0.0759581853567179
last60,2481.TW,sox,down,close_to_close,26,26,0.6923076923076923,-2.3232229588480227,0.06514946117978751
last60,2481.TW,sox,down,gap,26,26,0.7307692307692307,-1.5313147899551443,0.2858170836934153
last60,2481.TW,sox,down,intraday,26,26,0.6153846153846154,-0.7726007970413273,-0.1089716141063118
last60,2481.TW,sox,big_up,close_to_close,14,14,0.7142857142857143,2.697978811180493,0.49655745231423404
last60,2481.TW,sox,big_up,gap,14,14,0.7857142857142857,3.077580105945935,0.7870071269247232
last60,2481.TW,sox,big_up,intraday,14,14,0.42857142857142855,-0.40182662755909954,0.06421694631160996
last60,2481.TW,sox,big_down,close_to_close,20,20,0.75,-2.8511862185767254,-0.17533905497128402
last60,2481.TW,sox,big_down,gap,20,20,0.8,-1.9154383741302916,0.10262811680377652
last60,2481.TW,sox,big_down,intraday,20,20,0.65,-0.9262866890990356,-0.25412923795365855
last60,2481.TW,nasdaq,up,close_to_close,23,23,0.6956521739130435,2.6838736980486213,0.3987324346882392
last60,2481.TW,nasdaq,up,gap,23,23,0.6956521739130435,2.122931240645116,0.5361154734452204
last60,2481.TW,nasdaq,up,intraday,23,23,0.4782608695652174,0.5817739423662911,0.10570122181214799
last60,2481.TW,nasdaq,down,close_to_close,35,35,0.7142857142857143,-2.3475334656475013,0.18061310430513297
last60,2481.TW,nasdaq,down,gap,35,35,0.6,-1.0548668779851744,0.4117407060855542
last60,2481.TW,nasdaq,down,intraday,35,35,0.6571428571428571,-1.2813550008409544,-0.057481979564189184
last60,2481.TW,nasdaq,big_up,close_to_close,4,4,1.0,5.901240005916697,0.20151116392742116
last60,2481.TW,nasdaq,big_up,gap,4,4,0.75,4.508495503757798,0.854870356518897
last60,2481.TW,nasdaq,big_up,intraday,4,4,0.5,1.3799952327654106,-0.7870347995789801
last60,2481.TW,nasdaq,big_down,close_to_close,2,2,0.5,-1.169496526380731,
last60,2481.TW,nasdaq,big_down,gap,2,2,1.0,-2.8468478134527855,
last60,2481.TW,nasdaq,big_down,intraday,2,2,0.5,1.748785039646078,
last60,2481.TW,sp500,up,close_to_close,26,26,0.5769230769230769,1.4257646061106661,0.471683132284481
last60,2481.TW,sp500,up,gap,26,26,0.5769230769230769,1.4988473517002463,0.599786664037331
last60,2481.TW,sp500,up,intraday,26,26,0.4230769230769231,-0.06412296978773627,0.17396557815503103
last60,2481.TW,sp500,down,close_to_close,32,32,0.65625,-1.7970142500444246,0.24746037385899805
last60,2481.TW,sp500,down,gap,32,32,0.5625,-0.8457172918390571,0.37463774834303826
last60,2481.TW,sp500,down,intraday,32,32,0.625,-0.9312320981414863,0.029938413779878378
last60,2481.TW,sp500,big_up,close_to_close,0,0,,,
last60,2481.TW,sp500,big_up,gap,0,0,,,
last60,2481.TW,sp500,big_up,intraday,0,0,,,
last60,2481.TW,sp500,big_down,close_to_close,0,0,,,
last60,2481.TW,sp500,big_down,gap,0,0,,,
last60,2481.TW,sp500,big_down,intraday,0,0,,,
last60,2492.TW,sox,up,close_to_close,32,32,0.5,1.700232475481095,0.28469581030356317
last60,2492.TW,sox,up,gap,32,32,0.6875,1.6377073397592343,0.5941521187430407
last60,2492.TW,sox,up,intraday,32,32,0.53125,0.04146600335203604,-0.03969670377485281
last60,2492.TW,sox,down,close_to_close,26,26,0.7692307692307693,-3.993830825854902,-0.0759450317994087
last60,2492.TW,sox,down,gap,26,26,0.8076923076923077,-2.814887352953104,0.23154098931694786
last60,2492.TW,sox,down,intraday,26,26,0.6923076923076923,-1.1992717325062234,-0.23651728652710927
last60,2492.TW,sox,big_up,close_to_close,14,14,0.5714285714285714,3.5437738009137343,0.2540673995418093
last60,2492.TW,sox,big_up,gap,14,14,0.7857142857142857,3.4551787923480917,0.667207106239233
last60,2492.TW,sox,big_up,intraday,14,14,0.42857142857142855,0.031573500767998156,-0.09542638425542782
last60,2492.TW,sox,big_down,close_to_close,20,20,0.75,-4.080564160050287,-0.1922226956759761
last60,2492.TW,sox,big_down,gap,20,20,0.85,-3.1859146541808703,0.043454901793848845
last60,2492.TW,sox,big_down,intraday,20,20,0.65,-0.9002309564239767,-0.2344939570876798
last60,2492.TW,nasdaq,up,close_to_close,23,23,0.4782608695652174,1.6290569795569352,0.5711487313928024
last60,2492.TW,nasdaq,up,gap,23,23,0.7391304347826086,2.4662477928146855,0.6182674447501232
last60,2492.TW,nasdaq,up,intraday,23,23,0.43478260869565216,-0.8716757173897326,0.38127398262308143
last60,2492.TW,nasdaq,down,close_to_close,35,35,0.6571428571428571,-2.4828706510469116,0.26956342671905054
last60,2492.TW,nasdaq,down,gap,35,35,0.7428571428571429,-2.2144038725492283,0.3644125202915121
last60,2492.TW,nasdaq,down,intraday,35,35,0.5714285714285714,-0.2801603267980802,0.07646522253401855
last60,2492.TW,nasdaq,big_up,close_to_close,4,4,0.75,7.024146939615211,-0.32310100095760536
last60,2492.TW,nasdaq,big_up,gap,4,4,1.0,5.782826181678152,0.8907046057200313
last60,2492.TW,nasdaq,big_up,intraday,4,4,0.5,1.2249440965045792,-0.769944340363391
last60,2492.TW,nasdaq,big_down,close_to_close,2,2,0.5,-3.2068181497545427,
last60,2492.TW,nasdaq,big_down,gap,2,2,1.0,-3.4097354603909835,
