window,ticker,index,bucket,target,n,days,follow,mean_tw,correlation
last20,2472.TW,sox,big_down,intraday,7,7,0.7142857142857143,-0.3624580336543401,-0.46856023959361726
last20,2472.TW,nasdaq,up,close_to_close,7,7,0.5714285714285714,0.33150027610948485,0.6861133221552748
last20,2472.TW,nasdaq,up,gap,7,7,0.7142857142857143,0.9372989448040421,0.4085897644656339
last20,2472.TW,nasdaq,up,intraday,7,7,0.5714285714285714,-0.6102668578546707,0.617861006688346
last20,2472.TW,nasdaq,down,close_to_close,12,12,0.5833333333333334,-0.3830215673419364,0.2972411084143549
last20,2472.TW,nasdaq,down,gap,12,12,0.5,-0.49294113751228896,0.6863905156462162
last20,2472.TW,nasdaq,down,intraday,12,12,0.5833333333333334,0.13409297350444613,-0.1908189720254677
last20,2472.TW,nasdaq,big_up,close_to_close,0,0,,,
last20,2472.TW,nasdaq,big_up,gap,0,0,,,
last20,2472.TW,nasdaq,big_up,intraday,0,0,,,
last20,2472.TW,nasdaq,big_down,close_to_close,0,0,,,
last20,2472.TW,nasdaq,big_down,gap,0,0,,,
last20,2472.TW,nasdaq,big_down,intraday,0,0,,,
last20,2472.TW,sp500,up,close_to_close,7,7,0.5714285714285714,0.33150027610948485,0.6896675808527248
last20,2472.TW,sp500,up,gap,7,7,0.7142857142857143,0.9372989448040421,0.22252636410756896
last20,2472.TW,sp500,up,intraday,7,7,0.5714285714285714,-0.6102668578546707,0.720612201141709
last20,2472.TW,sp500,down,close_to_close,12,12,0.5833333333333334,-0.3830215673419364,0.4289524180345584
last20,2472.TW,sp500,down,gap,12,12,0.5,-0.49294113751228896,0.3443489220525663
last20,2472.TW,sp500,down,intraday,12,12,0.5833333333333334,0.13409297350444613,0.13763068366960812
last20,2472.TW,sp500,big_up,close_to_close,0,0,,,
last20,2472.TW,sp500,big_up,gap,0,0,,,
last20,2472.TW,sp500,big_up,intraday,0,0,,,
last20,2472.TW,sp500,big_down,close_to_close,0,0,,,
last20,2472.TW,sp500,big_down,gap,0,0,,,
last20,2472.TW,sp500,big_down,intraday,0,0,,,
last20,2481.TW,sox,up,close_to_close,11,11,0.6363636363636364,2.392943335617135,0.3227138433873304
last20,2481.TW,sox,up,gap,11,11,0.5454545454545454,0.5796399656779644,-0.0023989207293787685
last20,2481.TW,sox,up,intraday,11,11,0.5454545454545454,1.834039741124343,0.28521392557019554
last20,2481.TW,sox,down,close_to_close,8,8,0.625,-1.4683659225466843,0.3789265218700116
last20,2481.TW,sox,down,gap,8,8,0.75,-1.1466086146133927,0.4224071042665199
last20,2481.TW,sox,down,intraday,8,8,0.5,-0.324376869918093,0.14422517645197633
last20,2481.TW,sox,big_up,close_to_close,2,2,1.0,3.2007526034829814,
last20,2481.TW,sox,big_up,gap,2,2,1.0,1.835564890172392,
last20,2481.TW,sox,big_up,intraday,2,2,0.5,1.3333333333333308,
last20,2481.TW,sox,big_down,close_to_close,7,7,0.7142857142857143,-1.7855438685173712,0.23947028952670812
last20,2481.TW,sox,big_down,gap,7,7,0.8571428571428571,-1.4178212308793239,0.20397860254113231
last20,2481.TW,sox,big_down,intraday,7,7,0.5714285714285714,-0.3707164227635348,0.13728966694673542
last20,2481.TW,nasdaq,up,close_to_close,7,7,0.8571428571428571,4.085136441901402,0.027088936494185537
last20,2481.TW,nasdaq,up,gap,7,7,0.7142857142857143,1.0587754161809746,0.2685095541456728
last20,2481.TW,nasdaq,up,intraday,7,7,0.5714285714285714,3.060933795199808,-0.0780190534615916
last20,2481.TW,nasdaq,down,close_to_close,12,12,0.6666666666666666,-1.1683754818245666,0.47220647069166816
last20,2481.TW,nasdaq,down,gap,12,12,0.5833333333333334,-0.8506881006430295,0.7361519835739221
last20,2481.TW,nasdaq,down,intraday,12,12,0.5,-0.32059286444796886,0.1488367701708259
last20,2481.TW,nasdaq,big_up,close_to_close,0,0,,,
last20,2481.TW,nasdaq,big_up,gap,0,0,,,
last20,2481.TW,nasdaq,big_up,intraday,0,0,,,
last20,2481.TW,nasdaq,big_down,close_to_close,0,0,,,
last20,2481.TW,nasdaq,big_down,gap,0,0,,,
last20,2481.TW,nasdaq,big_down,intraday,0,0,,,
last20,2481.TW,sp500,up,close_to_close,7,7,0.8571428571428571,4.085136441901402,-0.22843439591567885
last20,2481.TW,sp500,up,gap,7,7,0.7142857142857143,1.0587754161809746,0.2502577377777059
last20,2481.TW,sp500,up,intraday,7,7,0.5714285714285714,3.060933795199808,-0.24995405181888003
last20,2481.TW,sp500,down,close_to_close,12,12,0.6666666666666666,-1.1683754818245666,0.4345612902068479
last20,2481.TW,sp500,down,gap,12,12,0.5833333333333334,-0.8506881006430295,0.3183198235862435
last20,2481.TW,sp500,down,intraday,12,12,0.5,-0.32059286444796886,0.32812383291882524
last20,2481.TW,sp500,big_up,close_to_close,0,0,,,
last20,2481.TW,sp500,big_up,gap,0,0,,,
last20,2481.TW,sp500,big_up,intraday,0,0,,,
last20,2481.TW,sp500,big_down,close_to_close,0,0,,,
last20,2481.TW,sp500,big_down,gap,0,0,,,
last20,2481.TW,sp500,big_down,intraday,0,0,,,
last20,2492.TW,sox,up,close_to_close,11,11,0.7272727272727273,2.7462605936490934,0.2674756181759955
last20,2492.TW,sox,up,gap,11,11,0.7272727272727273,1.0039978430193977,0.2392174357385797
last20,2492.TW,sox,up,intraday,11,11,0.8181818181818182,1.6969746589535157,0.20375187373126796
last20,2492.TW,sox,down,close_to_close,8,8,0.75,-2.4632023832617875,-0.31619700622913544
last20,2492.TW,sox,down,gap,8,8,0.625,-1.5590796123636759,0.2562449402199566
last20,2492.TW,sox,down,intraday,8,8,0.75,-0.8649663052137753,-0.3593912586508955
last20,2492.TW,sox,big_up,close_to_close,2,2,1.0,9.103852596314908,
last20,2492.TW,sox,big_up,gap,2,2,1.0,4.470157806576736,
last20,2492.TW,sox,big_up,intraday,2,2,1.0,4.434002908072598,
last20,2492.TW,sox,big_down,close_to_close,7,7,0.7142857142857143,-2.7613827452100344,-0.5442656871307378
last20,2492.TW,sox,big_down,gap,7,7,0.7142857142857143,-1.781805271272772,0.06729267027740705
last20,2492.TW,sox,big_down,intraday,7,7,0.7142857142857143,-0.9348272274408772,-0.4787366903415338
last20,2492.TW,nasdaq,up,close_to_close,7,7,0.42857142857142855,0.3296311944717246,0.9150916066207759
last20,2492.TW,nasdaq,up,gap,7,7,0.5714285714285714,0.8670377645983043,0.5975806082652845
last20,2492.TW,nasdaq,up,intraday,7,7,0.5714285714285714,-0.5756706123236962,0.839273841801601
last20,2492.TW,nasdaq,down,close_to_close,12,12,0.4166666666666667,0.6829857585619714,0.225560587689401
last20,2492.TW,nasdaq,down,gap,12,12,0.5,-0.6248270814903468,0.6562977474187853
last20,2492.TW,nasdaq,down,intraday,12,12,0.4166666666666667,1.314723757753695,-0.12232892505088146
last20,2492.TW,nasdaq,big_up,close_to_close,0,0,,,
last20,2492.TW,nasdaq,big_up,gap,0,0,,,
last20,2492.TW,nasdaq,big_up,intraday,0,0,,,
last20,2492.TW,nasdaq,big_down,close_to_close,0,0,,,
last20,2492.TW,nasdaq,big_down,gap,0,0,,,
last20,2492.TW,nasdaq,big_down,intraday,0,0,,,
last20,2492.TW,sp500,up,close_to_close,7,7,0.42857142857142855,0.3296311944717246,0.7001462165477945
last20,2492.TW,sp500,up,gap,7,7,0.5714285714285714,0.8670377645983043,0.3831065726012301
last20,2492.TW,sp500,up,intraday,7,7,0.5714285714285714,-0.5756706123236962,0.6774118256197754
last20,2492.TW,sp500,down,close_to_close,12,12,0.4166666666666667,0.6829857585619714,0.30594889587794777
last20,2492.TW,sp500,down,gap,12,12,0.5,-0.6248270814903468,0.39365836408449983
last20,2492.TW,sp500,down,intraday,12,12,0.4166666666666667,1.314723757753695,0.12072320633754657
last20,2492.TW,sp500,big_up,close_to_close,0,0,,,
last20,2492.TW,sp500,big_up,gap,0,0,,,
last20,2492.TW,sp500,big_up,intraday,0,0,,,
last20,2492.TW,sp500,big_down,close_to_close,0,0,,,
last20,2492.TW,sp500,big_down,gap,0,0,,,
last20,2492.TW,sp500,big_down,intraday,0,0,,,
last20,3026.TW,sox,up,close_to_close,11,11,0.5454545454545454,2.243107181259582,0.2699431575802691
last20,3026.TW,sox,up,gap,11,11,0.7272727272727273,3.1240257650873575,0.3558952195823765
last20,3026.TW,sox,up,intraday,11,11,0.5454545454545454,-0.9163962490861973,0.12075601219414275
last20,3026.TW,sox,down,close_to_close,8,8,0.5,-1.2127831618588198,-0.2054520251510929
last20,3026.TW,sox,down,gap,8,8,0.375,-0.18642227426114572,0.15887089192005652
last20,3026.TW,sox,down,intraday,8,8,0.75,-1.0159356772253756,-0.3332316513681291
last20,3026.TW,sox,big_up,close_to_close,2,2,1.0,9.955830295345269,
last20,3026.TW,sox,big_up,gap,2,2,1.0,8.180799915464688,
last20,3026.TW,sox,big_up,intraday,2,2,1.0,1.6643787367014107,
last20,3026.TW,sox,big_down,close_to_close,7,7,0.5714285714285714,-1.4754633408053415,-0.41129432775875996
last20,3026.TW,sox,big_down,gap,7,7,0.42857142857142855,-0.34719219003419877,0.04952514961714541
last20,3026.TW,sox,big_down,intraday,7,7,0.7142857142857143,-1.1167725569175937,-0.4796602074309665
last20,3026.TW,nasdaq,up,close_to_close,7,7,0.5714285714285714,1.7644810218116225,0.6934631530080098
last20,3026.TW,nasdaq,up,gap,7,7,0.7142857142857143,2.583943320336824,0.5796782448093499
last20,3026.TW,nasdaq,up,intraday,7,7,0.42857142857142855,-0.85389408229016,0.6217676680066584
last20,3026.TW,nasdaq,down,close_to_close,12,12,0.5,0.21837887885862348,0.47830519406173183
last20,3026.TW,nasdaq,down,gap,12,12,0.3333333333333333,1.232108498292834,0.7777546923629829
last20,3026.TW,nasdaq,down,intraday,12,12,0.5833333333333334,-1.019215465143338,0.03443329707202638
last20,3026.TW,nasdaq,big_up,close_to_close,0,0,,,
last20,3026.TW,nasdaq,big_up,gap,0,0,,,
last20,3026.TW,nasdaq,big_up,intraday,0,0,,,
last20,3026.TW,nasdaq,big_down,close_to_close,0,0,,,
last20,3026.TW,nasdaq,big_down,gap,0,0,,,
last20,3026.TW,nasdaq,big_down,intraday,0,0,,,
last20,3026.TW,sp500,up,close_to_close,7,7,0.5714285714285714,1.7644810218116225,0.5040427455109027
last20,3026.TW,sp500,up,gap,7,7,0.7142857142857143,2.583943320336824,0.42790987905527744
last20,3026.TW,sp500,up,intraday,7,7,0.42857142857142855,-0.85389408229016,0.4470592880079732
last20,3026.TW,sp500,down,close_to_close,12,12,0.5,0.21837887885862348,0.6149458326217011
last20,3026.TW,sp500,down,gap,12,12,0.3333333333333333,1.232108498292834,0.5037368044142514
last20,3026.TW,sp500,down,intraday,12,12,0.5833333333333334,-1.019215465143338,0.42367835176655905
last20,3026.TW,sp500,big_up,close_to_close,0,0,,,
last20,3026.TW,sp500,big_up,gap,0,0,,,
last20,3026.TW,sp500,big_up,intraday,0,0,,,
last20,3026.TW,sp500,big_down,close_to_close,0,0,,,
last20,3026.TW,sp500,big_down,gap,0,0,,,
last20,3026.TW,sp500,big_down,intraday,0,0,,,
last20,3357.TWO,sox,up,close_to_close,11,11,0.36363636363636365,0.57038857340383,-0.1314939102288153
last20,3357.TWO,sox,up,gap,11,11,0.8181818181818182,0.8705434057946498,0.4014592931939342
last20,3357.TWO,sox,up,intraday,11,11,0.36363636363636365,-0.2921837295999708,-0.42960739729494807
last20,3357.TWO,sox,down,close_to_close,8,8,0.75,-1.1538728244865517,-0.4154616284746367
last20,3357.TWO,sox,down,gap,8,8,0.625,-0.8464109093680408,0.14117283587347604
last20,3357.TWO,sox,down,intraday,8,8,0.75,-0.29174206118081497,-0.41101955231589254
last20,3357.TWO,sox,big_up,close_to_close,2,2,0.5,1.2656660493561345,
last20,3357.TWO,sox,big_up,gap,2,2,1.0,3.3636246177699225,
last20,3357.TWO,sox,big_up,intraday,2,2,0.0,-2.0309083030162545,
last20,3357.TWO,sox,big_down,close_to_close,7,7,0.7142857142857143,-1.2847789863830015,-0.6712125087355307
last20,3357.TWO,sox,big_down,gap,7,7,0.5714285714285714,-0.8994611275030745,0.09362278380379786
last20,3357.TWO,sox,big_down,intraday,7,7,0.8571428571428571,-0.36751428199048386,-0.5815242953542605
last20,3357.TWO,nasdaq,up,close_to_close,7,7,0.2857142857142857,0.28869023412568806,0.833349234871875
last20,3357.TWO,nasdaq,up,gap,7,7,0.7142857142857143,0.7220635819294314,0.4573194318435123
last20,3357.TWO,nasdaq,up,intraday,7,7,0.42857142857142855,-0.426817691824604,0.6527362095400259
last20,3357.TWO,nasdaq,down,close_to_close,12,12,0.5833333333333334,-0.4147949939441749,0.21922987340427702
last20,3357.TWO,nasdaq,down,gap,12,12,0.4166666666666667,-0.18747957372576654,0.7026018009478854
last20,3357.TWO,nasdaq,down,intraday,12,12,0.75,-0.2133528060228308,-0.31710087330248593
last20,3357.TWO,nasdaq,big_up,close_to_close,0,0,,,
last20,3357.TWO,nasdaq,big_up,gap,0,0,,,
last20,3357.TWO,nasdaq,big_up,intraday,0,0,,,
last20,3357.TWO,nasdaq,big_down,close_to_close,0,0,,,
last20,3357.TWO,nasdaq,big_down,gap,0,0,,,
last20,3357.TWO,nasdaq,big_down,intraday,0,0,,,
last20,3357.TWO,sp500,up,close_to_close,7,7,0.2857142857142857,0.28869023412568806,0.7214159926280468
last20,3357.TWO,sp500,up,gap,7,7,0.7142857142857143,0.7220635819294314,0.05912576799238768
last20,3357.TWO,sp500,up,intraday,7,7,0.42857142857142855,-0.426817691824604,0.7956622736908344
last20,3357.TWO,sp500,down,close_to_close,12,12,0.5833333333333334,-0.4147949939441749,0.3389522151969392
last20,3357.TWO,sp500,down,gap,12,12,0.4166666666666667,-0.18747957372576654,0.4715705215692927
last20,3357.TWO,sp500,down,intraday,12,12,0.75,-0.2133528060228308,-0.03096390664697538
last20,3357.TWO,sp500,big_up,close_to_close,0,0,,,
last20,3357.TWO,sp500,big_up,gap,0,0,,,
last20,3357.TWO,sp500,big_up,intraday,0,0,,,
last20,3357.TWO,sp500,big_down,close_to_close,0,0,,,
last20,3357.TWO,sp500,big_down,gap,0,0,,,
last20,3357.TWO,sp500,big_down,intraday,0,0,,,
last20,3675.TWO,sox,up,close_to_close,11,11,0.45454545454545453,1.219659970234282,0.21314910275537757
last20,3675.TWO,sox,up,gap,11,11,0.6363636363636364,0.4947596714077125,-0.19082003797625882
last20,3675.TWO,sox,up,intraday,11,11,0.36363636363636365,0.7262789239889826,0.25731290220831776
last20,3675.TWO,sox,down,close_to_close,8,8,0.625,-1.2474773775693015,0.37552642714613854
last20,3675.TWO,sox,down,gap,8,8,0.5,0.42998496421494947,0.019109739827570388
last20,3675.TWO,sox,down,intraday,8,8,0.625,-1.6477883980841017,0.2859252649076653
last20,3675.TWO,sox,big_up,close_to_close,2,2,0.0,-0.17953160738776175,
last20,3675.TWO,sox,big_up,gap,2,2,1.0,0.535258888002832,
last20,3675.TWO,sox,big_up,intraday,2,2,0.0,-0.7109788359788372,
last20,3675.TWO,sox,big_down,close_to_close,7,7,0.7142857142857143,-1.7004146547012085,0.058964945162993436
last20,3675.TWO,sox,big_down,gap,7,7,0.5714285714285714,0.21668516448079306,-0.28164890358671946
last20,3675.TWO,sox,big_down,intraday,7,7,0.7142857142857143,-1.883186740667545,0.18260670125357203
last20,3675.TWO,nasdaq,up,close_to_close,7,7,0.7142857142857143,2.456298118303343,0.16799917007634996
last20,3675.TWO,nasdaq,up,gap,7,7,0.8571428571428571,1.2341151253514935,-0.5358580305695474
last20,3675.TWO,nasdaq,up,intraday,7,7,0.42857142857142855,1.2348774833864253,0.24696354453913605
last20,3675.TWO,nasdaq,down,close_to_close,12,12,0.6666666666666666,-1.1464705146750593,0.11486210559247002
last20,3675.TWO,nasdaq,down,gap,12,12,0.5833333333333334,0.02028585181199823,0.171700927984486
last20,3675.TWO,nasdaq,down,intraday,12,12,0.6666666666666666,-1.153115117041582,0.01125923368174058
last20,3675.TWO,nasdaq,big_up,close_to_close,0,0,,,
last20,3675.TWO,nasdaq,big_up,gap,0,0,,,
last20,3675.TWO,nasdaq,big_up,intraday,0,0,,,
last20,3675.TWO,nasdaq,big_down,close_to_close,0,0,,,
last20,3675.TWO,nasdaq,big_down,gap,0,0,,,
last20,3675.TWO,nasdaq,big_down,intraday,0,0,,,
last20,3675.TWO,sp500,up,close_to_close,7,7,0.7142857142857143,2.456298118303343,0.35462281945180624
last20,3675.TWO,sp500,up,gap,7,7,0.8571428571428571,1.2341151253514935,-0.4725792789113502
last20,3675.TWO,sp500,up,intraday,7,7,0.42857142857142855,1.2348774833864253,0.39849743227867385
last20,3675.TWO,sp500,down,close_to_close,12,12,0.6666666666666666,-1.1464705146750593,0.2936219176283984
last20,3675.TWO,sp500,down,gap,12,12,0.5833333333333334,0.02028585181199823,0.16013622907695488
last20,3675.TWO,sp500,down,intraday,12,12,0.6666666666666666,-1.153115117041582,0.16883912984863825
last20,3675.TWO,sp500,big_up,close_to_close,0,0,,,
last20,3675.TWO,sp500,big_up,gap,0,0,,,
last20,3675.TWO,sp500,big_up,intraday,0,0,,,
last20,3675.TWO,sp500,big_down,close_to_close,0,0,,,
last20,3675.TWO,sp500,big_down,gap,0,0,,,
last20,3675.TWO,sp500,big_down,intraday,0,0,,,
last20,5425.TWO,sox,up,close_to_close,11,11,0.5454545454545454,1.0849982189718403,0.23839714507121684
last20,5425.TWO,sox,up,gap,11,11,0.5454545454545454,0.2797583544433521,0.07300662136129726
last20,5425.TWO,sox,up,intraday,11,11,0.45454545454545453,0.8191708769666785,0.19986744543022142
last20,5425.TWO,sox,down,close_to_close,8,8,0.75,-1.2938220015943052,-0.3994038765199589
last20,5425.TWO,sox,down,gap,8,8,0.875,-1.0074412282519511,0.376022301846579
last20,5425.TWO,sox,down,intraday,8,8,0.625,-0.28448518283095275,-0.6083043763793817
last20,5425.TWO,sox,big_up,close_to_close,2,2,0.5,0.3086277548047689,
last20,5425.TWO,sox,big_up,gap,2,2,1.0,1.3733472546279213,
last20,5425.TWO,sox,big_up,intraday,2,2,0.0,-1.0511943159694725,
last20,5425.TWO,sox,big_down,close_to_close,7,7,0.7142857142857143,-1.1385178970630834,-0.3284804173466338
last20,5425.TWO,sox,big_down,gap,7,7,0.8571428571428571,-1.0865745701686809,0.3145885162668516
last20,5425.TWO,sox,big_down,intraday,7,7,0.5714285714285714,-0.048522519631753545,-0.5250755745480467
last20,5425.TWO,nasdaq,up,close_to_close,7,7,0.5714285714285714,1.7346472277701506,0.26959138035131425
last20,5425.TWO,nasdaq,up,gap,7,7,0.5714285714285714,0.4233659088873441,0.3983339779587384
last20,5425.TWO,nasdaq,up,intraday,7,7,0.42857142857142855,1.3334701032557708,0.13388866636241212
last20,5425.TWO,nasdaq,down,close_to_close,12,12,0.6666666666666666,-0.879843849871271,0.14117023073985205
last20,5425.TWO,nasdaq,down,gap,12,12,0.5833333333333334,-0.6621457741125122,0.5077739601363108
last20,5425.TWO,nasdaq,down,intraday,12,12,0.5833333333333334,-0.21660771156704617,-0.16806469398242707
last20,5425.TWO,nasdaq,big_up,close_to_close,0,0,,,
last20,5425.TWO,nasdaq,big_up,gap,0,0,,,
last20,5425.TWO,nasdaq,big_up,intraday,0,0,,,
last20,5425.TWO,nasdaq,big_down,close_to_close,0,0,,,
last20,5425.TWO,nasdaq,big_down,gap,0,0,,,
last20,5425.TWO,nasdaq,big_down,intraday,0,0,,,
last20,5425.TWO,sp500,up,close_to_close,7,7,0.5714285714285714,1.7346472277701506,0.110107634937286
last20,5425.TWO,sp500,up,gap,7,7,0.5714285714285714,0.4233659088873441,0.08945127804384702
last20,5425.TWO,sp500,up,intraday,7,7,0.42857142857142855,1.3334701032557708,0.07660558475332807
last20,5425.TWO,sp500,down,close_to_close,12,12,0.6666666666666666,-0.879843849871271,0.31852317777128325
last20,5425.TWO,sp500,down,gap,12,12,0.5833333333333334,-0.6621457741125122,0.31322584197343134
last20,5425.TWO,sp500,down,intraday,12,12,0.5833333333333334,-0.21660771156704617,0.14500331846818337
last20,5425.TWO,sp500,big_up,close_to_close,0,0,,,
last20,5425.TWO,sp500,big_up,gap,0,0,,,
last20,5425.TWO,sp500,big_up,intraday,0,0,,,
last20,5425.TWO,sp500,big_down,close_to_close,0,0,,,
last20,5425.TWO,sp500,big_down,gap,0,0,,,
last20,5425.TWO,sp500,big_down,intraday,0,0,,,
last20,8255.TWO,sox,up,close_to_close,11,11,0.2727272727272727,-0.04433895230092128,0.11381725015013447
last20,8255.TWO,sox,up,gap,11,11,0.5454545454545454,0.5581073847954839,0.25874591817535436
last20,8255.TWO,sox,up,intraday,11,11,0.18181818181818182,-0.5964417490901496,-0.040126473665177596
last20,8255.TWO,sox,down,close_to_close,8,8,0.625,-0.8573972594184034,0.1341603225411322
last20,8255.TWO,sox,down,gap,8,8,0.625,-0.2540371026139021,0.5486889821502696
last20,8255.TWO,sox,down,intraday,8,8,0.625,-0.6007930233977956,-0.5914632897982781
last20,8255.TWO,sox,big_up,close_to_close,2,2,0.5,0.31705623698218277,
last20,8255.TWO,sox,big_up,gap,2,2,1.0,1.5193242305021948,
last20,8255.TWO,sox,big_up,intraday,2,2,0.0,-1.1913316865034773,
last20,8255.TWO,sox,big_down,close_to_close,7,7,0.7142857142857143,-1.029658590156622,-0.06784624511511796
last20,8255.TWO,sox,big_down,gap,7,7,0.7142857142857143,-0.4396561411655136,0.4570922126324248
last20,8255.TWO,sox,big_down,intraday,7,7,0.5714285714285714,-0.5880984306812245,-0.7179692488969872
last20,8255.TWO,nasdaq,up,close_to_close,7,7,0.5714285714285714,0.5336034805043918,0.3533411769283032
last20,8255.TWO,nasdaq,up,gap,7,7,0.8571428571428571,1.2245206468013319,0.2934048454526139
last20,8255.TWO,nasdaq,up,intraday,7,7,0.14285714285714285,-0.6765226375629518,0.10098758181198689
last20,8255.TWO,nasdaq,down,close_to_close,12,12,0.75,-0.9235109095156754,0.29998678146696955
last20,8255.TWO,nasdaq,down,gap,12,12,0.5,-0.37206334298085136,0.2758817999065647
last20,8255.TWO,nasdaq,down,intraday,12,12,0.5833333333333334,-0.5526287470194456,0.1418799190729914
last20,8255.TWO,nasdaq,big_up,close_to_close,0,0,,,
last20,8255.TWO,nasdaq,big_up,gap,0,0,,,
last20,8255.TWO,nasdaq,big_up,intraday,0,0,,,
last20,8255.TWO,nasdaq,big_down,close_to_close,0,0,,,
last20,8255.TWO,nasdaq,big_down,gap,0,0,,,
last20,8255.TWO,nasdaq,big_down,intraday,0,0,,,
last20,8255.TWO,sp500,up,close_to_close,7,7,0.5714285714285714,0.5336034805043918,-0.14961382801116702
last20,8255.TWO,sp500,up,gap,7,7,0.8571428571428571,1.2245206468013319,0.13896332391394992
last20,8255.TWO,sp500,up,intraday,7,7,0.14285714285714285,-0.6765226375629518,-0.20829054685137705
last20,8255.TWO,sp500,down,close_to_close,12,12,0.75,-0.9235109095156754,0.407290072522654
last20,8255.TWO,sp500,down,gap,12,12,0.5,-0.37206334298085136,0.09335648142880884
last20,8255.TWO,sp500,down,intraday,12,12,0.5833333333333334,-0.5526287470194456,0.43101316139118595
last20,8255.TWO,sp500,big_up,close_to_close,0,0,,,
last20,8255.TWO,sp500,big_up,gap,0,0,,,
last20,8255.TWO,sp500,big_up,intraday,0,0,,,
last20,8255.TWO,sp500,big_down,close_to_close,0,0,,,
last20,8255.TWO,sp500,big_down,gap,0,0,,,
last20,8255.TWO,sp500,big_down,intraday,0,0,,,
last20,8261.TW,sox,up,close_to_close,11,11,0.5454545454545454,0.9193555509879477,0.16159641152115084
last20,8261.TW,sox,up,gap,11,11,0.5454545454545454,0.33578548615598475,-0.05449085322440919
last20,8261.TW,sox,up,intraday,11,11,0.45454545454545453,0.5976453895115686,0.18137541162808107
last20,8261.TW,sox,down,close_to_close,8,8,0.75,-1.975999727539457,0.08191954460399821
last20,8261.TW,sox,down,gap,8,8,0.625,-0.9647936029649862,0.3456708362802206
last20,8261.TW,sox,down,intraday,8,8,0.75,-1.0136017195003122,-0.2526803306125144
last20,8261.TW,sox,big_up,close_to_close,2,2,1.0,0.8141798308003323,
last20,8261.TW,sox,big_up,gap,2,2,1.0,1.1012952010181931,
last20,8261.TW,sox,big_up,intraday,2,2,0.5,-0.2779731036301303,
last20,8261.TW,sox,big_down,close_to_close,7,7,0.8571428571428571,-2.2582854029022363,-0.2879165218258323
last20,8261.TW,sox,big_down,gap,7,7,0.7142857142857143,-1.1428627092235657,0.1924497206970996
last20,8261.TW,sox,big_down,intraday,7,7,0.7142857142857143,-1.118273554228287,-0.4732733767426192
last20,8261.TW,nasdaq,up,close_to_close,7,7,0.5714285714285714,1.2590568744558517,0.607493326164377
last20,8261.TW,nasdaq,up,gap,7,7,0.7142857142857143,0.5749467076214138,0.09640038497547684
last20,8261.TW,nasdaq,up,intraday,7,7,0.5714285714285714,0.7097001689147334,0.44912815236904036
last20,8261.TW,nasdaq,down,close_to_close,12,12,0.6666666666666666,-1.2090404067199327,0.42511715436413056
last20,8261.TW,nasdaq,down,gap,12,12,0.5,-0.6707779524461629,0.5744017765474092
last20,8261.TW,nasdaq,down,intraday,12,12,0.5833333333333334,-0.5418846378148646,-0.03003444481741909
last20,8261.TW,nasdaq,big_up,close_to_close,0,0,,,
last20,8261.TW,nasdaq,big_up,gap,0,0,,,
last20,8261.TW,nasdaq,big_up,intraday,0,0,,,
last20,8261.TW,nasdaq,big_down,close_to_close,0,0,,,
last20,8261.TW,nasdaq,big_down,gap,0,0,,,
last20,8261.TW,nasdaq,big_down,intraday,0,0,,,
last20,8261.TW,sp500,up,close_to_close,7,7,0.5714285714285714,1.2590568744558517,0.5375095014884375
last20,8261.TW,sp500,up,gap,7,7,0.7142857142857143,0.5749467076214138,0.07120652928726576
last20,8261.TW,sp500,up,intraday,7,7,0.5714285714285714,0.7097001689147334,0.4076216861520147
last20,8261.TW,sp500,down,close_to_close,12,12,0.6666666666666666,-1.2090404067199327,0.18381271619718512
last20,8261.TW,sp500,down,gap,12,12,0.5,-0.6707779524461629,0.1975287354355374
last20,8261.TW,sp500,down,intraday,12,12,0.5833333333333334,-0.5418846378148646,0.04367152490366599
last20,8261.TW,sp500,big_up,close_to_close,0,0,,,
last20,8261.TW,sp500,big_up,gap,0,0,,,
last20,8261.TW,sp500,big_up,intraday,0,0,,,
last20,8261.TW,sp500,big_down,close_to_close,0,0,,,
last20,8261.TW,sp500,big_down,gap,0,0,,,
last20,8261.TW,sp500,big_down,intraday,0,0,,,
