date,ticker,target,method,train_end,training_n,phase,predicted_pct,actual_pct,abs_error_pp,correct,us_session
2024-04-19,8255.TWO,close_to_close,zero,2024-04-18,60,validation,0.0,-4.065043555537606,4.065043555537606,False,2024-04-18
2024-04-19,8255.TWO,close_to_close,sox_copy,2024-04-18,60,validation,-1.6552433858525228,-4.065043555537606,2.4098001696850835,True,2024-04-18
2024-04-19,8255.TWO,close_to_close,price,2024-04-18,60,validation,0.09602806616829149,-4.065043555537606,4.161071621705898,False,2024-04-18
2024-04-19,8255.TWO,close_to_close,us_only,2024-04-18,60,validation,0.4722138130904209,-4.065043555537606,4.537257368628027,False,2024-04-18
2024-04-19,8255.TWO,close_to_close,price_us,2024-04-18,60,validation,0.4127163754416144,-4.065043555537606,4.477759930979221,False,2024-04-18
2024-04-19,8255.TWO,close_to_close,price_us_peers,2024-04-18,60,validation,0.44661112444589535,-4.065043555537606,4.511654679983502,False,2024-04-18
2024-04-19,8255.TWO,gap,zero,2024-04-18,60,validation,0.0,-1.626019239152976,1.626019239152976,False,2024-04-18
2024-04-19,8255.TWO,gap,sox_copy,2024-04-18,60,validation,-1.6552433858525228,-1.626019239152976,0.02922414669954687,True,2024-04-18
2024-04-19,8255.TWO,gap,price,2024-04-18,60,validation,0.3839159023776284,-1.626019239152976,2.0099351415306046,False,2024-04-18
2024-04-19,8255.TWO,gap,us_only,2024-04-18,60,validation,0.21779127714987495,-1.626019239152976,1.8438105163028509,False,2024-04-18
2024-04-19,8255.TWO,gap,price_us,2024-04-18,60,validation,0.2696373690411866,-1.626019239152976,1.8956566081941626,False,2024-04-18
2024-04-19,8255.TWO,gap,price_us_peers,2024-04-18,60,validation,0.24323065867633345,-1.626019239152976,1.8692498978293095,False,2024-04-18
2024-04-19,8255.TWO,intraday,zero,2024-04-18,60,validation,0.0,-2.4793388429751984,2.4793388429751984,False,2024-04-18
2024-04-19,8255.TWO,intraday,sox_copy,2024-04-18,60,validation,-1.6552433858525228,-2.4793388429751984,0.8240954571226755,True,2024-04-18
2024-04-19,8255.TWO,intraday,price,2024-04-18,60,validation,-0.2804722722794507,-2.4793388429751984,2.1988665706957478,True,2024-04-18
2024-04-19,8255.TWO,intraday,us_only,2024-04-18,60,validation,0.259072907873345,-2.4793388429751984,2.7384117508485435,False,2024-04-18
2024-04-19,8255.TWO,intraday,price_us,2024-04-18,60,validation,0.14918990381509675,-2.4793388429751984,2.628528746790295,False,2024-04-18
2024-04-19,8255.TWO,intraday,price_us_peers,2024-04-18,60,validation,0.2075951590593882,-2.4793388429751984,2.6869340020345867,False,2024-04-18
2024-04-22,8255.TWO,close_to_close,zero,2024-04-19,61,validation,0.0,-1.694916516855205,1.694916516855205,False,2024-04-19
2024-04-22,8255.TWO,close_to_close,sox_copy,2024-04-19,61,validation,-4.115133108715252,-1.694916516855205,2.420216591860047,True,2024-04-19
