date,ticker,target,method,train_end,training_n,phase,predicted_pct,actual_pct,abs_error_pp,correct,us_session
2024-04-19,3026.TW,close_to_close,zero,2024-04-18,60,validation,0.0,-1.3471612791692733,1.3471612791692733,False,2024-04-18
2024-04-19,3026.TW,close_to_close,sox_copy,2024-04-18,60,validation,-1.6552433858525228,-1.3471612791692733,0.30808210668324953,True,2024-04-18
2024-04-19,3026.TW,close_to_close,price,2024-04-18,60,validation,0.03569972567684511,-1.3471612791692733,1.3828610048461185,False,2024-04-18
2024-04-19,3026.TW,close_to_close,us_only,2024-04-18,60,validation,0.030433965178453898,-1.3471612791692733,1.3775952443477273,False,2024-04-18
2024-04-19,3026.TW,close_to_close,price_us,2024-04-18,60,validation,0.04268460575066489,-1.3471612791692733,1.3898458849199382,False,2024-04-18
2024-04-19,3026.TW,close_to_close,price_us_peers,2024-04-18,60,validation,0.04268460575066489,-1.3471612791692733,1.3898458849199382,False,2024-04-18
2024-04-19,3026.TW,gap,zero,2024-04-18,60,validation,0.0,-7.964958792516796e-06,7.964958792516796e-06,False,2024-04-18
2024-04-19,3026.TW,gap,sox_copy,2024-04-18,60,validation,-1.6552433858525228,-7.964958792516796e-06,1.6552354208937303,True,2024-04-18
2024-04-19,3026.TW,gap,price,2024-04-18,60,validation,-0.09725209234480887,-7.964958792516796e-06,0.09724412738601636,True,2024-04-18
2024-04-19,3026.TW,gap,us_only,2024-04-18,60,validation,-0.09038849702566594,-7.964958792516796e-06,0.09038053206687342,True,2024-04-18
2024-04-19,3026.TW,gap,price_us,2024-04-18,60,validation,-0.08884069747906843,-7.964958792516796e-06,0.08883273252027592,True,2024-04-18
2024-04-19,3026.TW,gap,price_us_peers,2024-04-18,60,validation,-0.08884069747906843,-7.964958792516796e-06,0.08883273252027592,True,2024-04-18
2024-04-19,3026.TW,intraday,zero,2024-04-18,60,validation,0.0,-1.347153421510694,1.347153421510694,False,2024-04-18
2024-04-19,3026.TW,intraday,sox_copy,2024-04-18,60,validation,-1.6552433858525228,-1.347153421510694,0.3080899643418289,True,2024-04-18
2024-04-19,3026.TW,intraday,price,2024-04-18,60,validation,0.13368763179248097,-1.347153421510694,1.4808410533031748,False,2024-04-18
2024-04-19,3026.TW,intraday,us_only,2024-04-18,60,validation,0.12149122024123657,-1.347153421510694,1.4686446417519305,False,2024-04-18
2024-04-19,3026.TW,intraday,price_us,2024-04-18,60,validation,0.13240874831903363,-1.347153421510694,1.4795621698297277,False,2024-04-18
2024-04-19,3026.TW,intraday,price_us_peers,2024-04-18,60,validation,0.13240874831903363,-1.347153421510694,1.4795621698297277,False,2024-04-18
2024-04-22,3026.TW,close_to_close,zero,2024-04-19,61,validation,0.0,-0.6302440428981537,0.6302440428981537,False,2024-04-19
2024-04-22,3026.TW,close_to_close,sox_copy,2024-04-19,61,validation,-4.115133108715252,-0.6302440428981537,3.4848890658170983,True,2024-04-19
2024-04-22,3026.TW,close_to_close,price,2024-04-19,61,validation,-0.027059441057608925,-0.6302440428981537,0.6031846018405448,True,2024-04-19
2024-04-22,3026.TW,close_to_close,us_only,2024-04-19,61,validation,0.020991729247155318,-0.6302440428981537,0.651235772145309,False,2024-04-19
2024-04-22,3026.TW,close_to_close,price_us,2024-04-19,61,validation,0.006360273814107177,-0.6302440428981537,0.6366043167122609,False,2024-04-19
2024-04-22,3026.TW,close_to_close,price_us_peers,2024-04-19,61,validation,0.006360273814107177,-0.6302440428981537,0.6366043167122609,False,2024-04-19
2024-04-22,3026.TW,gap,zero,2024-04-19,61,validation,0.0,-0.21007433200825876,0.21007433200825876,False,2024-04-19
2024-04-22,3026.TW,gap,sox_copy,2024-04-19,61,validation,-4.115133108715252,-0.21007433200825876,3.9050587767069933,True,2024-04-19
2024-04-22,3026.TW,gap,price,2024-04-19,61,validation,0.04387126580903002,-0.21007433200825876,0.25394559781728876,False,2024-04-19
2024-04-22,3026.TW,gap,us_only,2024-04-19,61,validation,-0.08299798918792708,-0.21007433200825876,0.12707634282033167,True,2024-04-19
2024-04-22,3026.TW,gap,price_us,2024-04-19,61,validation,0.059887853723413674,-0.21007433200825876,0.2699621857316724,False,2024-04-19
2024-04-22,3026.TW,gap,price_us_peers,2024-04-19,61,validation,0.059887853723413674,-0.21007433200825876,0.2699621857316724,False,2024-04-19
2024-04-22,3026.TW,intraday,zero,2024-04-19,61,validation,0.0,-0.421054237767271,0.421054237767271,False,2024-04-19
2024-04-22,3026.TW,intraday,sox_copy,2024-04-19,61,validation,-4.115133108715252,-0.421054237767271,3.694078870947981,True,2024-04-19
2024-04-22,3026.TW,intraday,price,2024-04-19,61,validation,-0.07026570859339774,-0.421054237767271,0.35078852917387326,True,2024-04-19
2024-04-22,3026.TW,intraday,us_only,2024-04-19,61,validation,0.10460347818219658,-0.421054237767271,0.5256577159494676,False,2024-04-19
2024-04-22,3026.TW,intraday,price_us,2024-04-19,61,validation,-0.052874929832223215,-0.421054237767271,0.36817930793504783,True,2024-04-19
2024-04-22,3026.TW,intraday,price_us_peers,2024-04-19,61,validation,-0.052874929832223215,-0.421054237767271,0.36817930793504783,True,2024-04-19
2024-04-23,3026.TW,close_to_close,zero,2024-04-22,62,validation,0.0,0.4228427851517891,0.4228427851517891,False,2024-04-22
2024-04-23,3026.TW,close_to_close,sox_copy,2024-04-22,62,validation,1.7425602037079546,0.4228427851517891,1.3197174185561655,True,2024-04-22
2024-04-23,3026.TW,close_to_close,price,2024-04-22,62,validation,-0.009448140215582986,0.4228427851517891,0.43229092536737207,False,2024-04-22
2024-04-23,3026.TW,close_to_close,us_only,2024-04-22,62,validation,0.00720047892427205,0.4228427851517891,0.415642306227517,True,2024-04-22
2024-04-23,3026.TW,close_to_close,price_us,2024-04-22,62,validation,-0.001942718776857459,0.4228427851517891,0.42478550392864656,False,2024-04-22
2024-04-23,3026.TW,close_to_close,price_us_peers,2024-04-22,62,validation,-0.001942718776857459,0.4228427851517891,0.42478550392864656,False,2024-04-22
2024-04-23,3026.TW,gap,zero,2024-04-22,62,validation,0.0,0.10571479250189864,0.10571479250189864,False,2024-04-22
2024-04-23,3026.TW,gap,sox_copy,2024-04-22,62,validation,1.7425602037079546,0.10571479250189864,1.636845411206056,True,2024-04-22
2024-04-23,3026.TW,gap,price,2024-04-22,62,validation,-0.08563392415317911,0.10571479250189864,0.19134871665507774,False,2024-04-22
2024-04-23,3026.TW,gap,us_only,2024-04-22,62,validation,-0.12307364254380855,0.10571479250189864,0.22878843504570717,False,2024-04-22
2024-04-23,3026.TW,gap,price_us,2024-04-22,62,validation,-0.09519863759209642,0.10571479250189864,0.20091343009399504,False,2024-04-22
2024-04-23,3026.TW,gap,price_us_peers,2024-04-22,62,validation,-0.09519863759209642,0.10571479250189864,0.20091343009399504,False,2024-04-22
2024-04-23,3026.TW,intraday,zero,2024-04-22,62,validation,0.0,0.31679309548635626,0.31679309548635626,False,2024-04-22
2024-04-23,3026.TW,intraday,sox_copy,2024-04-22,62,validation,1.7425602037079546,0.31679309548635626,1.4257671082215984,True,2024-04-22
2024-04-23,3026.TW,intraday,price,2024-04-22,62,validation,0.07676058830645346,0.31679309548635626,0.2400325071799028,True,2024-04-22
2024-04-23,3026.TW,intraday,us_only,2024-04-22,62,validation,0.13079394291799287,0.31679309548635626,0.18599915256836339,True,2024-04-22
2024-04-23,3026.TW,intraday,price_us,2024-04-22,62,validation,0.09374792742248061,0.31679309548635626,0.22304516806387564,True,2024-04-22
2024-04-23,3026.TW,intraday,price_us_peers,2024-04-22,62,validation,0.09374792742248061,0.31679309548635626,0.22304516806387564,True,2024-04-22
2024-04-24,3026.TW,close_to_close,zero,2024-04-23,63,validation,0.0,0.8420973821796851,0.8420973821796851,False,2024-04-23
2024-04-24,3026.TW,close_to_close,sox_copy,2024-04-23,63,validation,2.210900348243827,0.8420973821796851,1.368802966064142,True,2024-04-23
2024-04-24,3026.TW,close_to_close,price,2024-04-23,63,validation,0.06294180627381646,0.8420973821796851,0.7791555759058686,True,2024-04-23
2024-04-24,3026.TW,close_to_close,us_only,2024-04-23,63,validation,0.04277008905771518,0.8420973821796851,0.7993272931219699,True,2024-04-23
2024-04-24,3026.TW,close_to_close,price_us,2024-04-23,63,validation,0.0942140974993339,0.8420973821796851,0.7478832846803511,True,2024-04-23
2024-04-24,3026.TW,close_to_close,price_us_peers,2024-04-23,63,validation,0.0942140974993339,0.8420973821796851,0.7478832846803511,True,2024-04-23
2024-04-24,3026.TW,gap,zero,2024-04-23,63,validation,0.0,1.0526204624334623,1.0526204624334623,False,2024-04-23
2024-04-24,3026.TW,gap,sox_copy,2024-04-23,63,validation,2.210900348243827,1.0526204624334623,1.158279885810365,True,2024-04-23
2024-04-24,3026.TW,gap,price,2024-04-23,63,validation,-0.05112762931282074,1.0526204624334623,1.103748091746283,False,2024-04-23
2024-04-24,3026.TW,gap,us_only,2024-04-23,63,validation,-0.11623098729995505,1.0526204624334623,1.1688514497334173,False,2024-04-23
2024-04-24,3026.TW,gap,price_us,2024-04-23,63,validation,-0.05268507246765204,1.0526204624334623,1.1053055349011143,False,2024-04-23
2024-04-24,3026.TW,gap,price_us_peers,2024-04-23,63,validation,-0.05268507246765204,1.0526204624334623,1.1053055349011143,False,2024-04-23
2024-04-24,3026.TW,intraday,zero,2024-04-23,63,validation,0.0,-0.2083301544189453,0.2083301544189453,False,2024-04-23
2024-04-24,3026.TW,intraday,sox_copy,2024-04-23,63,validation,2.210900348243827,-0.2083301544189453,2.4192305026627725,False,2024-04-23
2024-04-24,3026.TW,intraday,price,2024-04-23,63,validation,0.11504640992767293,-0.2083301544189453,0.3233765643466182,False,2024-04-23
2024-04-24,3026.TW,intraday,us_only,2024-04-23,63,validation,0.15945551946588835,-0.2083301544189453,0.36778567388483363,False,2024-04-23
2024-04-24,3026.TW,intraday,price_us,2024-04-23,63,validation,0.1477232620955356,-0.2083301544189453,0.3560534165144809,False,2024-04-23
2024-04-24,3026.TW,intraday,price_us_peers,2024-04-23,63,validation,0.1477232620955356,-0.2083301544189453,0.3560534165144809,False,2024-04-23
2024-04-25,3026.TW,close_to_close,zero,2024-04-24,64,validation,0.0,-0.10439332601670515,0.10439332601670515,False,2024-04-24
2024-04-25,3026.TW,close_to_close,sox_copy,2024-04-24,64,validation,1.0583279604368778,-0.10439332601670515,1.162721286453583,False,2024-04-24
2024-04-25,3026.TW,close_to_close,price,2024-04-24,64,validation,0.0697569960693298,-0.10439332601670515,0.17415032208603493,False,2024-04-24
